,Unnamed: 0,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len,clean_sentence,clean_token
265,265.0,616.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,27.0,Galopin stated that he knew women whose natural odor of musk ( and less frequently of ambergris ) was sufficiently strong to impart to a bath in less than an hour a perfume due entirely to the exhalations of the musky body ; it must be added that Galopin was an enthusiast in this matter .,natural sufficiently strong of musk of ambergris odor,Olfactive,Quality,56.0,galopin stated knew women whose natural odor musk less frequently ambergris sufficiently strong impart bath less hour perfume due entirely exhalations musky body must added galopin enthusiast matter,natural sufficiently strong musk ambergris odor
231,231.0,527.0,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,7.0,"In Panax coloni , and Sideritis , there is the same Dead-Nettle Smell ; and in Galeopsis both Smells are perceivable .",Dead-Nettle perceivable Panax coloni Sideritis Galeopsis Smell Smells,Olfactive,Quality,22.0,panax coloni sideritis deadnettle smell galeopsis smells perceivable,deadnettle perceivable panax coloni sideritis galeopsis smell smells
354,354.0,818.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,94.0,"Speculations have naturally arisen as to the immediate origin and composition of the volatile matter which causes the stench ; and as the blood is easily impregnated with volatile stuff , it is readily concluded that it comes from the blood .",the volatile matter the blood stench impregnated,Olfactive,Smell\_Source,42.0,speculations naturally arisen immediate origin composition volatile matter causes stench blood easily impregnated volatile stuff readily concluded comes blood,volatile matter blood stench impregnated
127,127.0,270.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,79.0,OLIBANUM .,OLIBANUM,Olfactive,Smell\_Source,2.0,olibanum,olibanum
124,124.0,264.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,75.0,"Is a concrete gummy rosinous Juice , of various Colours and Sizes , the Produce of Persia , of a fine aromatic Smell , and bitter aromatic Taste ; the best that has been brought home for ten Years past was in solid lumps , from the Size of a Nutmeg to that of a Pigeon ' s Egg , of a palish yellow Colour , and when broke appeared in the Inside of a whitish mealy Substance ; though where it breaks of a deep Orange-colour , and of a firmer Texture , and shining , it is much more preferable .",fine aromatic Smell,Olfactive,Quality,103.0,concrete gummy rosinous juice various colours sizes produce persia fine aromatic smell bitter aromatic taste best brought home ten years past solid lumps size nutmeg pigeon egg palish yellow colour broke appeared inside whitish mealy substance though breaks deep orangecolour firmer texture shining much preferable,fine aromatic smell
8,8.0,16.0,005E Daniel Featley 1636 Clavis Mystica 70 sermons__159_REL.txt,43.0,"The sweet root we are alwayes to carry about us , is the root of the flower of Jesse : the savoury wood we are to smell unto , is the wood of the Crosse , that is , the tree of life in the midst of our Paradise .",the wood of the Crosse smell,Olfactive,Smell\_Source,50.0,sweet root alwayes carry us root flower jesse savoury wood smell unto wood crosse tree life midst paradise,wood crosse smell
331,331.0,773.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,49.0,"The bacterides may , however , be a cause of those kinds in wliich the gangrenous cavity has no contact with the external air and there is no fetor , inasmuch as they are abundantly present in the blood in carbuncular gangrene , and which sometimes affects the lungs .",the gangrenous cavity fetor,Olfactive,Smell\_Source,50.0,bacterides may however cause kinds wliich gangrenous cavity no contact external air no fetor inasmuch abundantly present blood carbuncular gangrene sometimes affects lungs,gangrenous cavity fetor
577,578.0,1318.0,080E Duncan Mcdonald 1800 New town cook__214_distribution_HOUS.txt,14.0,"Prawns and Shrimps , if they are hard and stiff , of a pleasant scent , and their tails turned strongly inward , are new ; but if they are limber , their colour faded , of a faint smell , and feel slimy , they are stale .",pleasant faint Prawns Shrimps scent smell,Olfactive,Quality,49.0,prawns shrimps hard stiff pleasant scent tails turned strongly inward new limber colour faded faint smell feel slimy stale,pleasant faint prawns shrimps scent smell
575,576.0,1313.0,079E William Black 1835 A practical treatise on brewing__72_distribution_HOUS.txt,8.0,"The majority , perhaps , are not the best judges ; indeed I have seen men so devoid of both taste and smell , that it made very little difference , whether putrid or fresh food were presented to them .",putrid or fresh food smell,Olfactive,Smell\_Source,41.0,majority perhaps not best judges indeed seen men devoid taste smell made little difference whether putrid fresh food presented,putrid fresh food smell
477,477.0,1084.0,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,12.0,"STampe the hearb , put the same into a large glasse , leauing two parts emptie ( some commend the iuice of the hearbe onely ) nip or else lute the glasse very wel , digest it in balneo . 15 . or 16 . daies , and you shall finde the same very red , diuide the watrish part , and that which remaineth is the bloud or essence of the hearb . 23 .",of the hearb essence,Olfactive,Smell\_Source,76.0,stampe hearb put large glasse leauing two parts emptie commend iuice hearbe onely nip else lute glasse wel digest balneo daies shall finde red diuide watrish part remaineth bloud essence hearb,hearb essence
71,71.0,161.0,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,5.0,And there sticks horrible to my memory the fumous and steamy stench of parboiled cabbage that filled the restaurant-car of the train for Belfast—yes !,fumous steamy of parboiled cabbage stench,Olfactive,Quality,25.0,sticks horrible memory fumous steamy stench parboiled cabbage filled restaurantcar train belfast—yes,fumous steamy parboiled cabbage stench
236,236.0,542.0,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,9.0,"Many Turpentine Balsams are of an Aromatick Smell , as Balsam de Tolu , Balsam Mechae , Balsam Peruvian , Benjamin , Storax ; and many Herbs , as Ladanum segetum , and Botrys , which have a Fragrant Terebinthinate Smell ; and so has Juniper , Cedar , and Sassafras ; besides Oyl of Turpentine will easily extract these Fragrant Oyls from Vegetables , and is frequently mixt with them by Sophistications ; whence I may argue , that they differ only as Turpentine is mixt with a latent Acid ; and as the other are more pure from Acid ; and therefore more Aethereal or Odoriferous : The Roots of Valerian smell like Turpentine , and the Flowers like Jessamy a little dryed .",like Turpentine like Jessamy Oyl of Turpentine Aromatick Fragrant Terebinthinate Many Turpentine Balsams Balsam de Tolu Balsam Mechae Balsam Peruvian Benjamin Storax many Herbs Ladanum segetum Botrys Juniper Cedar Sassafras Oyls Turpentine The Roots of Valerian the Flowers Smell Smell Fragrant Odoriferous smell,Olfactive,Evoked\_Odorant,126.0,many turpentine balsams aromatick smell balsam de tolu balsam mechae balsam peruvian benjamin storax many herbs ladanum segetum botrys fragrant terebinthinate smell juniper cedar sassafras besides oyl turpentine easily extract fragrant oyls vegetables frequently mixt sophistications whence may argue differ only turpentine mixt latent acid pure acid therefore aethereal odoriferous roots valerian smell like turpentine flowers like jessamy little dryed,like turpentine like jessamy oyl turpentine aromatick fragrant terebinthinate many turpentine balsams balsam de tolu balsam mechae balsam peruvian benjamin storax many herbs ladanum segetum botrys juniper cedar sassafras oyls turpentine roots valerian flowers smell smell fragrant odoriferous smell
472,472.0,1067.0,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,2.0,"To perfumers it is a most valuable assistant , possessing in the highest degree a fresh floral fragrance , which renders it highly useful in compounds .",fresh floral it fragrance,Olfactive,Quality,27.0,perfumers valuable assistant possessing highest degree fresh floral fragrance renders highly useful compounds,fresh floral fragrance
389,389.0,874.0,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,90.0,The oil distilled in Britain from the full-grown unripe green fruit of Juniperus communis .,the full-grown unripe green fruit of Juniperus communis,Olfactive,Smell\_Source,15.0,oil distilled britain fullgrown unripe green fruit juniperus communis,fullgrown unripe green fruit juniperus communis
75,75.0,169.0,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,56.0,"Even in France , France the enlightened , the sensitive , the refined , primitive odours pervade the country , as our Army knows very well .",primitive odours,Olfactive,Quality,27.0,even france france enlightened sensitive refined primitive odours pervade country army knows well,primitive odours
398,398.0,889.0,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,15.0,"In the Nymphalidae , or great group of butterflies with rudimentary forelegs , we find some of the common cosmopolitan Dana ' inse have dactylate hollow processes at the abdominal extremity , which are furnished with hairs , and on protrusion emit a disagreeable odour ; and sexual pouches , possibly in connection , exist on the first median nervure of the hind wing in a few species ; both being seen in the tawny Danais , that extends its range to Southern Europe .",disagreeable hairs protrusion odour,Olfactive,Quality,85.0,nymphalidae great group butterflies rudimentary forelegs find common cosmopolitan dana inse dactylate hollow processes abdominal extremity furnished hairs protrusion emit disagreeable odour sexual pouches possibly connection exist first median nervure hind wing species seen tawny danais extends range southern europe,disagreeable hairs protrusion odour
308,308.0,719.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,102.0,"This fact is no ground , however , for the conclusions , that there is nothing special in the odour of fetid bronchitis or its causes , and that we must abandon that term as perplexing , unscientific , and unphilosophical , for the more correct phrase 	_	_	_	
102-49	16963-16973	bronchitis	_	_	_	
102-50	16974-16978	with	_	_	_	
102-51	16979-16984	fetid	Smell\_Word[130]|Quality[131]	*|*	102-51[131_130]|102-52[0_130]	
102-52	16985-16998	expectoration	Smell\_Source	_	_	
102-53	16998-16999	.	_	_	_	
102-54	16999-17000	",of fetid bronchitis odour,Olfactive,Smell\_Source,82.0,fact no ground however conclusions nothing special odour fetid bronchitis causes must abandon term perplexing unscientific unphilosophical correct phrase bronchitis fetid smellwordquality expectoration smellsource,fetid bronchitis odour
15,15.0,31.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,116.0,"The drainage of these two dwellings runs from the back to the front , through an open wooden trough under the floor of the lower rooms , and discharges itself by a sort of pigeon-hole in the wall into the street ; the neighbours and passengers complain of the stench generated by the drainage stagnating on the pavement and in the gutter .",the drainage stagnating on the pavement and in the gutter stench,Olfactive,Smell\_Source,63.0,drainage two dwellings runs back front open wooden trough floor lower rooms discharges sort pigeonhole wall street neighbours passengers complain stench generated drainage stagnating pavement gutter,drainage stagnating pavement gutter stench
591,592.0,1355.0,083E Estelle D Buchanan 1913 Household bacteriology__75_distribution_HOUS.txt,3.0,"These organisms likewise may interfere with the preservation of food , by changing its consistency , its flavor or odor , or even by producing definite poisonous decomposition products termed ptomaines .",its odor,Olfactive,Smell\_Source,32.0,organisms likewise may interfere preservation food changing consistency flavor odor even producing definite poisonous decomposition products termed ptomaines,odor
44,44.0,101.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,45.0,"A slight effluvium of sulphurous gases was given off , but it did not last long nor extend itself beyond the building .",slight of sulphurous gases effluvium,Olfactive,Quality,23.0,slight effluvium sulphurous gases given not last long nor extend beyond building,slight sulphurous gases effluvium
46,46.0,107.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,66.0,"During the hot weather , this heap exhaled a smell most offensive to the inmates of the neighbouring houses .",most offensive this heap smell,Olfactive,Quality,20.0,hot weather heap exhaled smell offensive inmates neighbouring houses,offensive heap smell
554,554.0,1264.0,073E Samuel Lee 1673 Ecclesia Gemens__31_distribution_REL.txt,3.0,All the Persumes of Arabia can ' t hide or choak her stink,her Persumes stink,Olfactive,Smell\_Source,13.0,persumes arabia hide choak stink,persumes stink
139,139.0,294.0,009E Erasmus Darwin 1794 Zoonomia or the laws of organic life London 1794 ECCO TCP_MED.txt,31.0,"Any one may observe this , when very young infants are about to suck ; for at those early periods of life , the sensation affects the organ of smell , much more powerfully , than after the repeated habits of smelling has inured it to odours of common strength : and in our adult years , the stronger smells , though they are at the same time agreeable to us , as of volatile spirits , continue to produce an increased secretion of tears .",of common strength the stronger at the same time agreeable the sensation smell smelling odours smells they,Olfactive,Quality,86.0,one may observe young infants suck early periods life sensation affects organ smell much powerfully repeated habits smelling inured odours common strength adult years stronger smells though time agreeable us volatile spirits continue produce increased secretion tears,common strength stronger time agreeable sensation smell smelling odours smells
339,339.0,788.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,7.0,"Since the structural disease is constitutional , it is fair to conclude that the predisposing causes of the peculiar fetid excretion are constitutional , and are linked etiologically with the fibroid change of tissue .",peculiar excretion fetid,Olfactive,Quality,35.0,since structural disease constitutional fair conclude predisposing causes peculiar fetid excretion constitutional linked etiologically fibroid change tissue,peculiar excretion fetid
150,150.0,319.0,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,15.0,"Secondly , for that the heat doth resist the coldnes and moisture of the braine , the which are hinderers of smelling .",smelling,Olfactive,Smell\_Word,23.0,secondly heat doth resist coldnes moisture braine hinderers smelling,smelling
325,325.0,759.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,33.0,"I suspect , however , that these cases were examples of pyogenic cavities , or dilated bronchi , and not gangrene ; for it is probable these pyogenic membranes give forth the same purulent stuff as the bronchial mucous membrane in cases of fetid bronchitis .",bronchitis fetid,Olfactive,Smell\_Source,46.0,suspect however cases examples pyogenic cavities dilated bronchi not gangrene probable pyogenic membranes give forth purulent stuff bronchial mucous membrane cases fetid bronchitis,bronchitis fetid
52,52.0,121.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,89.0,"The only stench perceived by me on the 27th July , was a strong odour of sugar scum issuing from some of the arches .",strong of sugar scum stench odour,Olfactive,Quality,25.0,only stench perceived july strong odour sugar scum issuing arches,strong sugar scum stench odour
382,382.0,863.0,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,58.0,Croton Oil .,Croton Oil,Olfactive,Smell\_Source,3.0,croton oil,croton oil
476,476.0,1080.0,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,1.0,"VPon the top of your glasse bodie , straine a haire cloth , and vpon that lay good store of Roseleaues , either drie , or halfe drie , and so your water will ascend verie good both in smell and in colour .",water verie good Roseleaues smell,Olfactive,Odour\_Carrier,44.0,vpon top glasse bodie straine haire cloth vpon lay good store roseleaues either drie halfe drie water ascend verie good smell colour,water verie good roseleaues smell
557,558.0,1272.0,076E Henry Dodwell 1711 Incense 2__41_distribution_REL.txt,11.0,"Such as proceeds not from the Bag , bat from the Heart which is the Produaf not offinking Cattle , but perfumed Manners ; Ihich is not offered with bloody Hands , but ptre understanding ; Which is not killed that it may be deflroyed , but as Isaac was , is Sacrificed that it may live .",Manners perfumed,Olfactive,Smell\_Source,58.0,proceeds not bag bat heart produaf not offinking cattle perfumed manners ihich not offered bloody hands ptre understanding not killed may deflroyed isaac sacrificed may live,manners perfumed
307,307.0,717.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,101.0,"Dr Gamgee has , however , demonstrated , what was already plain enough to all acquainted with the facts , that we can get stinks from any pulmonary excretion whatever , if we subject them to the same chemical torments of distillation , acidification , neutralization , redistillation , and the like .",from any pulmonary excretion stinks,Olfactive,Smell\_Source,53.0,dr gamgee however demonstrated already plain enough acquainted facts get stinks pulmonary excretion whatever subject chemical torments distillation acidification neutralization redistillation like,pulmonary excretion stinks
121,121.0,257.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,50.0,"Chuse as above , for if you meet with it mixed with Dirt , Sticks , Bits of Cane , or other Rubbish , it will reduce the Value ; the more Aromatic it smells the better : that which is fine , has Tears in it , like other East India Gums .",like other East India Gums it smells,Olfactive,Evoked\_Odorant,54.0,chuse meet mixed dirt sticks bits cane rubbish reduce value aromatic smells better fine tears like east india gums,like east india gums smells
407,407.0,911.0,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,27.0,"Bristling scent pencils , however , are most characteristic of the moths , and these usually distinguish the males , although , being commonly retained in their pouches , their presence is little suspected until they have been pricked out with a needle-point ; but in the twilight Sphinges , especially quick of nerve , they are sometimes found present in both sexes , and sharp fear , as we touch or grasp the ilower-hoverer reposing in diurnal lethargy , will cause their momentary expansion .",pencils scent,Olfactive,Smell\_Source,86.0,bristling scent pencils however characteristic moths usually distinguish males although commonly retained pouches presence little suspected pricked needlepoint twilight sphinges especially quick nerve sometimes found present sexes sharp fear touch grasp ilowerhoverer reposing diurnal lethargy cause momentary expansion,pencils scent
563,564.0,1284.0,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,4.0,"Some are of opinion , that this peculiar Sence , is an occasion of more danger to the body than benefit , in that it receiues crude and vnholesome vapours , foggie and corrupt exhalations , being subiect to any infection ; it is true : but what especiall delights confers it for one of these inconveniences ; cheering the whole bodie with the sweetest odours , giuing libertie to the vitall powers , which otherwise would be imprisoned , delight to her fellow-Sences , which else would be dulled , and the sweet breathing ayre , which by her is reciued : all these ( as so many arguments of consequence ) bring vs to a more exact acknowledgment of this Sences excellencie .",foggie corrupt sweetest the whole bodie exhalations odours,Olfactive,Quality,125.0,opinion peculiar sence occasion danger body benefit receiues crude vnholesome vapours foggie corrupt exhalations subiect infection true especiall delights confers one inconveniences cheering whole bodie sweetest odours giuing libertie vitall powers otherwise would imprisoned delight fellowsences else would dulled sweet breathing ayre reciued many arguments consequence bring vs exact acknowledgment sences excellencie,foggie corrupt sweetest whole bodie exhalations odours
187,187.0,410.0,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,12.0,"Strong Bitters Aromatick , as in Wormwood and Eupatorium Cannabinum , they work by their Volatile Oyl and Salt on the Blood , and Stomach ; whence they are accounted Antidotes against Coagulations , Venoms , and Pestilential Infections .",Strong Bitters Wormwood Eupatorium Cannabinum Aromatick,Olfactive,Quality,40.0,strong bitters aromatick wormwood eupatorium cannabinum work volatile oyl salt blood stomach whence accounted antidotes against coagulations venoms pestilential infections,strong bitters wormwood eupatorium cannabinum aromatick
305,305.0,712.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,10.0,"The smell of ozaena is , in fact , very similar to that observed in examples of fetid fibroid vomicai ; and M .",of ozaena smell,Olfactive,Smell\_Source,24.0,smell ozaena fact similar observed examples fetid fibroid vomicai,ozaena smell
160,160.0,344.0,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,25.0,"And by what meanes , I pray thee , shouldst thou from the stinking smell of the vrine know putrefaction ?",stinking of the vrine smell,Olfactive,Quality,21.0,meanes pray thee shouldst thou stinking smell vrine know putrefaction,stinking vrine smell
377,377.0,855.0,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,37.0,"Colourless or pale yellow when recent , but gradually becoming reddish-brown , having in a high degree the odour and taste of cloves .",of cloves odour,Olfactive,Smell\_Source,24.0,colourless pale yellow recent gradually becoming reddishbrown high degree odour taste cloves,cloves odour
485,485.0,1108.0,062E William Salmon 1672 Polygraphice__205_distribution_PER.txt,19.0,"This is done , by hanging it some time in a Jakes or house of Office ; for by these ill scents , its innate vertue and odour is excited and revived .",ill its scents odour,Olfactive,Quality,33.0,done hanging time jakes house office ill scents innate vertue odour excited revived,ill scents odour
475,475.0,1077.0,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,9.0,"The violet is one of the most charming odours in nature , and well might Shakspeare exclaim — 	_	_	_	
9-20	1066-1071	Sweet	_	_	_	
9-21	1072-1077	thief	_	_	_	
9-22	1077-1078	,	_	_	_	
9-23	1079-1085	whence	_	_	_	
9-24	1086-1091	didst	_	_	_	
9-25	1092-1096	thou	_	_	_	
9-26	1097-1102	steal	_	_	_	
9-27	1103-1106	thy	_	_	_	
9-28	1107-1112	sweet	Quality	_	_	
9-29	1113-1117	that	_	_	_	
9-30	1118-1124	smells	Smell\_Word	*|*	9-28|9-1[6_0]	
9-31	1124-1125	.	_	_	_	

",one of the most charming The violet odours,Olfactive,Quality,93.0,violet one charming odours nature well might shakspeare exclaim — sweet thief whence didst thou steal thy sweet quality smells smellword,one charming violet odours
88,88.0,200.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,111.0,"The true has a surprising odoriferous fragrant Smell , a pungent but very agreeable bitter astringent Taste , and of a turbid thickish Consistence , of a yellowish colour ; but so little has come these many Years , that a stranger must be very cautious how he buys it , as every Species of Turpentine will mix with it .",odoriferous fragrant Smell,Olfactive,Quality,61.0,true surprising odoriferous fragrant smell pungent agreeable bitter astringent taste turbid thickish consistence yellowish colour little come many years stranger must cautious buys every species turpentine mix,odoriferous fragrant smell
1,1.0,2.0,001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.txt,2.0,"It is not only from the fragile flower-vases these sweet odours flow ; they breathe through leaf and stem , and the whole being of many trees and bushes , from the stately Cum trees of Australia to the sweet Verbena of Chili .",fragile bushes odours leaf being stately Chili,Olfactive,Quality,44.0,not only fragile flowervases sweet odours flow breathe leaf stem whole many trees bushes stately cum trees australia sweet verbena chili,fragile bushes odours leaf stately chili
274,274.0,642.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,35.0,"The predominance of musk as a sexual odor is associated with the fact that its actual nervous influence , apart from the presence of sexual associations , is very considerable .",sexual musk odor,Olfactive,Quality,31.0,predominance musk sexual odor associated fact actual nervous influence apart presence sexual associations considerable,sexual musk odor
445,445.0,994.0,056E Thomas Reid 1764 An inquiry into the human mind__102_distribution_SCIE.txt,5.0,"The philosopher tells him , that there is no smell in plants , nor in any thing but in the mind : that it is impossible there can be smell but in a mind ; and that all this hath been demonstrated by modern philosophy .",in plants smell smell,Olfactive,Odour\_Carrier,46.0,philosopher tells no smell plants nor thing mind impossible smell mind hath demonstrated modern philosophy,plants smell smell
64,64.0,147.0,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,28.0,"Nevertheless , there is this much of truth in the superstition , that where you have bad smells you have also surface accumulations of filth , and these , soaking through soil and subsoil , contaminate surface wells , until it only requires the advent of a typhoid or other “ carrier ” to set a widespread epidemic a-going .",bad smells,Olfactive,Quality,60.0,nevertheless much truth superstition bad smells also surface accumulations filth soaking soil subsoil contaminate surface wells only requires advent typhoid “ carrier ” set widespread epidemic agoing,bad smells
173,173.0,371.0,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,9.0,The too long retention of vrine in the bladder may make it to stinke . 4 .,it stinke,Olfactive,Smell\_Source,17.0,long retention vrine bladder may make stinke,stinke
105,105.0,229.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,165.0,SPIKENARD .,SPIKENARD,Olfactive,Smell\_Source,2.0,spikenard,spikenard
330,330.0,771.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,39.0,The odour of pulmonary gangrene is obviously due to putrescent decomposition of the dead pulmonary tissue ; it is the odour of putrefaction .,of pulmonary gangrene of putrefaction odour odour,Olfactive,Smell\_Source,24.0,odour pulmonary gangrene obviously due putrescent decomposition dead pulmonary tissue odour putrefaction,pulmonary gangrene putrefaction odour odour
93,93.0,210.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,133.0,"COSTUS DULCIS Is an aromatic firm Root , resembling Spikenard in Smell , but of little use .",resembling Spikenard COSTUS DULCIS aromatic Smell,Olfactive,Evoked\_Odorant,18.0,costus dulcis aromatic firm root resembling spikenard smell little use,resembling spikenard costus dulcis aromatic smell
175,175.0,376.0,013E Edward Farnham 1656 The Compleat Doctoress__32_MED.txt,19.0,"But some curious braine may here demand , why sweet things held to the nose doe breed the fits of the Mother , and on the contrary , stinking things appease those fits ?",stinking things,Olfactive,Quality,34.0,curious braine may demand sweet things held nose doe breed fits mother contrary stinking things appease fits,stinking things
233,233.0,532.0,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,8.0,"A third degree of Balsamicks is in the Geranium Moschatum , and Geranium Columbinum , which taste Astringent , & smell of Musk ; and since other Geraniums smell of Turpentine , but these of Musk , I do suppose that the highest state of the Oyl Vegetable , is a rarefied Turpentine , which thereby becomes Odoriferous : Hence Terebinthinates taken inwardly , after a farther separation from their Acid , by the Salts of the Blood , cause a Violet Smell in the rine , because Aromaticks produce the same effects in the rine ; therefore Aromatick Odors , and Turpentine , are of an agreeable nature .",Geranium Moschatum Geranium Columbinum other Geraniums these in the rine Violet Aromatick agreeable of Musk Turpentine of Musk Turpentine Terebinthinates Turpentine smell smell Odoriferous Smell Aromaticks Odors,Olfactive,Odour\_Carrier,110.0,third degree balsamicks geranium moschatum geranium columbinum taste astringent smell musk since geraniums smell turpentine musk suppose highest state oyl vegetable rarefied turpentine thereby becomes odoriferous hence terebinthinates taken inwardly farther separation acid salts blood cause violet smell rine because aromaticks produce effects rine therefore aromatick odors turpentine agreeable nature,geranium moschatum geranium columbinum geraniums rine violet aromatick agreeable musk turpentine musk turpentine terebinthinates turpentine smell smell odoriferous smell aromaticks odors
156,156.0,333.0,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,2.0,"As for the smell , vrines haue little or no smell , or else a sweet and pleasing smell , or finally a stinking smell .",little sweet pleasing stinking vrines smell smell smell smell,Olfactive,Quality,26.0,smell vrines haue little no smell else sweet pleasing smell finally stinking smell,little sweet pleasing stinking vrines smell smell smell smell
117,117.0,249.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,39.0,"Those produced on the Coast of Malabar are the best , which are contained in a three-square Pod , or Husk , rather larger than a large Pea ; very little Judgment is required in chusing them , provided they are fresh , sound , well filled Husks and of a palish Colour , and of a very grateful Smell , resembling Camphor .",resembling Camphor very grateful they Smell,Olfactive,Evoked\_Odorant,64.0,produced coast malabar best contained threesquare pod husk rather larger large pea little judgment required chusing provided fresh sound well filled husks palish colour grateful smell resembling camphor,resembling camphor grateful smell
296,296.0,693.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,9.0,Even among savages the perfuming of the body is sometimes practiced with the object of inducing love in the partner .,of the body perfuming,Olfactive,Odour\_Carrier,21.0,even among savages perfuming body sometimes practiced object inducing love partner,body perfuming
462,462.0,1036.0,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,14.0,"GET several sorts of Sieves , some of thin others of very thick Cloth , and so according to the courseness of your Cloth , you ' ll make the Grains of your Snuff in passing it through ; you must not searce it but when it is perfum ' d with Flowers .",it with Flowers perfum ' d,Olfactive,Odour\_Carrier,54.0,get several sorts sieves thin others thick cloth according courseness cloth make grains snuff passing must not searce perfum flowers,flowers perfum
471,471.0,1066.0,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,1.0,All those who have travelled in that season on the coast of Genoa will no doubt remember what charming bouquets and garlands are made of the cassie intermixed with other flowers .,the cassie,Olfactive,Smell\_Source,32.0,travelled season coast genoa no doubt remember charming bouquets garlands made cassie intermixed flowers,cassie
290,290.0,681.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,54.0,"Krafft-Ebing , again , brings forward a case of shoe fetichism in which the significant fact is mentioned that the subject bought a pair of leather cuffs to smell while masturbating .",a pair of leather cuffs smell,Olfactive,Smell\_Source,32.0,krafftebing again brings forward case shoe fetichism significant fact mentioned subject bought pair leather cuffs smell masturbating,pair leather cuffs smell
353,353.0,816.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,92.0,The urine sometimes becomes fetid in like manner .,The urine fetid,Olfactive,Smell\_Source,9.0,urine sometimes becomes fetid like manner,urine fetid
291,291.0,683.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,55.0,"Eestif de la Bretonne , who was somewhat of a shoe fetichist , appears to have enjoyed smelling shoes .",shoes smelling,Olfactive,Smell\_Source,20.0,eestif de la bretonne somewhat shoe fetichist appears enjoyed smelling shoes,shoes smelling
309,309.0,721.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,11.0,Lasagne correctly remarks the same of the fetor in fetid bronchitis .,bronchitis fetor fetid,Olfactive,Smell\_Source,12.0,lasagne correctly remarks fetor fetid bronchitis,bronchitis fetor fetid
