,Unnamed: 0,Number,text,contains_ref,spellchecked_text,normalized_text
474,474,475,"The spicy, warm aroma of nutmeg enhanced the holiday spiced cider.",True,The spicy warm aroma of nutmeg enhanced the holiday spiced cider,spicy warm aroma nutmeg enhance holiday spice cider
475,475,476,"The earthy, wet smell of river stones clung to the water",True,The earthy wet smell of river stones clung to the water,earthy wet smell river stone cling water
476,476,477,'92s edge.,True,'92s edge,edge
477,477,478,A faintly sweet vanilla fragrance wafted from the freshly baked cupcakes.,True,A faintly sweet vanilla fragrance wafted from the freshly baked cupcakes,faintly sweet vanilla fragrance waft freshly bake cupcake
478,478,479,"The sharp, acrid odor of sulfur lingered in the volcanic crater.",True,The sharp acrid odor of sulfur lingered in the volcanic crater,sharp acrid odor sulfur linger volcanic crater
479,479,480,"The rich, smoky scent of charred wood filled the artist",True,The rich smoky scent of charred wood filled the artist,rich smoky scent charred wood fill artist
480,480,481,'92s studio.,True,'92s studio,studio
481,481,482,"The tangy, fermented smell of sour cream added depth to the dip.",True,The tangy fermented smell of sour cream added depth to the dip,tangy ferment smell sour cream add depth dip
482,482,483,"The fresh, zesty aroma of lemons brightened the summer iced tea.",True,The fresh zesty aroma of lemons brightened the summer iced team,fresh zesty aroma lemon brighten summer iced team
483,483,484,"The warm, sugary smell of maple syrup filled the pancake house.",True,The warm sugary smell of maple syrup filled the pancake house,warm sugary smell maple syrup fill house
484,484,485,The faintly spicy cardamom aroma enriched the spiced bread pudding.,True,The faintly spicy cardamom aroma enriched the spiced bread pudding,faintly spicy cardamom aroma enrich spice bread pudding
485,485,486,"The earthy, damp scent of wet bark clung to the redwood forest.",True,The earthy damp scent of wet bark clung to the redwood forest,earthy damp scent wet bark cling redwood forest
486,486,487,"The warm, spicy aroma of cloves enhanced the mulled wine.",True,The warm spicy aroma of cloves enhanced the mulled wine,warm spicy aroma clove enhance mulled wine
487,487,488,"The earthy, smoky scent of charcoal lingered from the extinguished fire.",True,The earthy smoky scent of charcoal lingered from the extinguished fire,earthy smoky scent charcoal linger extinguished fire
488,488,489,"The sharp, tangy smell of grapefruit zest perfumed the citrus grove.",True,The sharp tangy smell of grapefruit zest perfumed the citrus grove,sharp tangy smell grapefruit zest perfume grove
489,489,490,A faintly floral jasmine fragrance filled the evening garden with elegance.,True,A faintly floral jasmine fragrance filled the evening garden with elegance,faintly floral jasmine fragrance fill evening garden elegance
490,490,491,"The pungent, savory aroma of garlic bread wafted through the Italian restaurant.",True,The pungent savory aroma of garlic bread wafted through the Italian restaurant,pungent savory aroma garlic bread waft italian restaurant
491,491,492,"The sweet, creamy smell of vanilla ice cream delighted the children.",True,The sweet creamy smell of vanilla ice cream delighted the children,sweet creamy smell vanilla ice cream delight child
492,492,493,A faint metallic odor of old coins lingered in the museum vault.,True,A faint metallic odor of old coins lingered in the museum vault,faint metallic odor old coin linger museum vault
493,493,494,"The fresh, herbal scent of basil brightened the tomato sauce pot.",True,The fresh herbal scent of basil brightened the tomato sauce pot,fresh herbal scent basil brighten tomato sauce pot
494,494,495,"The smoky, rich aroma of black tea steeped in the porcelain teapot.",True,The smoky rich aroma of black tea steeped in the porcelain teapot,smoky rich aroma black tea steep porcelain teapot
495,495,496,"The sharp, zesty smell of oranges invigorated the bustling juice bar.",True,The sharp zesty smell of oranges invigorated the bustling juice bar,sharp zesty smell orange invigorate bustling juice bar
496,496,497,A faintly earthy truffle scent infused the decadent risotto dish.,True,A faintly earthy truffle scent infused the decadent risotto dish,faintly earthy truffle scent infuse decadent risotto dish
497,497,498,"The sweet, fruity aroma of melons filled the summer farmer's market.",True,The sweet fruity aroma of melons filled the summer farmer's market,sweet fruity aroma melon fill summer farmer market
498,498,499,"The acrid, burnt smell of overroasted coffee clung to the caf",True,The acrid burnt smell of overrated coffee clung to the can,acrid burn smell overrated coffee cling
499,499,500,'e9 air.,True,we air,air
500,500,501,"The crisp, clean scent of mountain air refreshed the hikers",True,The crisp clean scent of mountain air refreshed the hikers,crisp clean scent mountain air refresh hiker
501,501,502,'92 lungs.,True,'92 lungs,lung
502,502,503,A faintly floral lavender fragrance sweetened the calming bath salts.,True,A faintly floral lavender fragrance sweetened the calming bath salts,faintly floral lavender fragrance sweeten calm bath salt
503,503,504,"The sharp, pungent smell of mustard enhanced the tangy hot dog.",True,The sharp pungent smell of mustard enhanced the tangy hot dog,sharp pungent smell mustard enhance tangy hot dog
504,504,505,"The earthy, musty scent of damp caves clung to the spelunkers",True,The earthy musty scent of damp caves clung to the spelunkers,earthy musty scent damp cave cling spelunker
505,505,506,'92 clothes.,True,'92 clothes,clothe
506,506,507,"The warm, sugary aroma of chocolate chip cookies baked in the oven.",True,The warm sugary aroma of chocolate chip cookies baked in the oven,warm sugary aroma chocolate chip cookie bake oven
507,507,508,"The smoky, leathery smell of worn boots filled the small cabin.",True,The smoky leathery smell of worn boots filled the small cabin,smoky leathery smell wear boot fill small cabin
508,508,509,"The sweet, tropical scent of mangos brightened the fruit salad bowl.",True,The sweet tropical scent of mangos brightened the fruit salad bowl,sweet tropical scent mango brighten fruit salad bowl
509,509,510,A faint metallic tang accompanied the salty smell of sea air.,True,A faint metallic tang accompanied the salty smell of sea air,faint metallic tang accompany salty smell sea air
510,510,511,"The spicy, fragrant aroma of chai tea infused the cozy caf",True,The spicy fragrant aroma of chair tea infused the cozy can,spicy fragrant aroma chair tea infuse cozy
511,511,512,'e9.,True,'e9.,
512,512,513,"The earthy, rich smell of fresh compost enhanced the garden beds.",True,The earthy rich smell of fresh compost enhanced the garden beds,earthy rich smell fresh compost enhance garden bed
513,513,514,"The sharp, vinegary scent of pickle brine filled the kitchen pantry.",True,The sharp vinegary scent of pickle brine filled the kitchen pantry,sharp vinegary scent pickle brine fill kitchen pantry
514,514,515,A faintly floral orange blossom fragrance enhanced the artisan soap.,True,A faintly floral orange blossom fragrance enhanced the artisan soap,faintly floral orange blossom fragrance enhance artisan soap
515,515,516,"The smoky, aromatic smell of hickory wood rose from the barbecue pit.",True,The smoky aromatic smell of hickory wood rose from the barbecue pity,smoky aromatic smell hickory rise barbecue pity
516,516,517,"The sweet, fruity aroma of cherries filled the pie baker",True,The sweet fruity aroma of cherries filled the pie baker,sweet fruity aroma cherry fill pie baker
517,517,518,'92s kitchen.,True,'92s kitchen,kitchen
518,518,519,"The acrid, smoky smell of burnt rubber lingered on the racetrack.",True,The acrid smoky smell of burnt rubber lingered on the racetrack,acrid smoky smell burn rubber linger racetrack
519,519,520,"The fresh, zesty aroma of lime wedges garnished the tropical drinks.",True,The fresh zesty aroma of lime wedges garnished the tropical drinks,fresh zesty aroma lime wedge garnish tropical drink
520,520,521,"The warm, buttery scent of cornbread baked in the cast-iron skillet.",True,The warm buttery scent of cornbread baked in the cast-iron skillet,warm buttery scent cornbread bake cast iron skillet
521,521,522,"The earthy, damp smell of fallen leaves filled the autumn woods.",True,The earthy damp smell of fallen leaves filled the autumn woods,earthy damp smell fall leave fill autumn wood
522,522,523,The faintly spicy aroma of cardamom tea sweetened the library caf,True,The faintly spicy aroma of cardamom tea sweetened the library can,faintly spicy aroma cardamom tea sweeten library
523,523,524,'e9.,True,'e9.,
524,524,525,"The sharp, tangy scent of cranberry sauce accompanied the festive meal.",True,The sharp tangy scent of cranberry sauce accompanied the festive meal,sharp tangy scent cranberry sauce accompany festive meal
525,525,526,"The sweet, nutty smell of almond milk simmered in the stovetop pot.",True,The sweet nutty smell of almond milk simmered in the stovetop pot,sweet nutty smell almond milk simmer stovetop pot
526,526,527,"The smoky, savory aroma of roast duck wafted through the grand hall.",True,The smoky savory aroma of roast duck wafted through the grand hall,smoky savory aroma roast duck waft grand hall
527,527,528,"The sharp, clean scent of freshly sharpened pencils filled the classroom.",True,The sharp clean scent of freshly sharpened pencils filled the classroom,sharp clean scent freshly sharpen pencil fill classroom
528,528,529,"The earthy, herbal smell of oregano enhanced the bubbling pizza sauce.",True,The earthy herbal smell of oregano enhanced the bubbling pizza sauce,earthy herbal smell oregano enhance bubble pizza sauce
529,529,530,A faint metallic odor of rust clung to the abandoned machinery.,True,A faint metallic odor of rust clung to the abandoned machinery,faint metallic odor rust cling abandon machinery
530,530,531,"The sweet, mellow aroma of honey filled the beekeeper",True,The sweet mellow aroma of honey filled the beekeeper,sweet mellow aroma honey fill beekeeper
531,531,532,'92s workshop.,True,'92s workshop,workshop
532,532,533,"The spicy, zesty scent of chili peppers heated the crowded kitchen.",True,The spicy zesty scent of chili peppers heated the crowded kitchen,spicy zesty scent chili pepper heat crowded kitchen
533,533,534,"The fresh, crisp aroma of cucumbers infused the spa's water pitchers.",True,The fresh crisp aroma of cucumbers infused the spa's water pitchers,fresh crisp aroma cucumber infuse spa water pitcher
534,534,535,"The smoky, hearty smell of beef stew rose from the slow cooker.",True,The smoky hearty smell of beef stew rose from the slow cooker,smoky hearty smell beef stew rise slow cooker
535,535,536,A faintly floral rosewater fragrance sweetened the elegant wedding cake.,True,A faintly floral rosewater fragrance sweetened the elegant wedding cake,faintly floral rosewater fragrance sweeten elegant wedding cake
536,536,537,"The sharp, acidic smell of vinegar cut through the grease on dishes.",True,The sharp acidic smell of vinegar cut through the grease on dishes,sharp acidic smell vinegar cut grease dish
537,537,538,"The earthy, nutty aroma of roasted hazelnuts brightened the warm dessert.",True,The earthy nutty aroma of roasted hazelnuts brightened the warm dessert,earthy nutty aroma roast hazelnut brighten warm dessert
538,538,539,"The sweet, creamy smell of whipped cream topped the holiday hot chocolate.",True,The sweet creamy smell of whipped cream topped the holiday hot chocolate,sweet creamy smell whip cream top holiday hot chocolate
539,539,540,"The smoky, rich aroma of incense filled the ancient temple halls.",True,The smoky rich aroma of incense filled the ancient temple halls,smoky rich aroma incense fill ancient temple hall
540,540,541,"The sharp, zesty scent of lemon rinds perfumed the baking tray.",True,The sharp zesty scent of lemon rinds perfumed the baking tray,sharp zesty scent lemon rind perfume baking tray
541,541,542,"The earthy, damp smell of moss clung to the riverbank stones.",True,The earthy damp smell of moss clung to the riverbank stones,earthy damp smell moss cling riverbank stone
542,542,543,"The sweet, fruity aroma of plums filled the rustic orchard shed.",True,The sweet fruity aroma of plums filled the rustic orchard shed,sweet fruity aroma plum fill rustic orchard shed
543,543,544,},True,},
544,0,1,A fearless diver plumbed unexplored reefs beneath gleaming tropical waves.,False,A fearless diver plumbed unexplored reefs beneath gleaming tropical waves,fearless diver plumb unexplored reef gleam tropical wave
545,1,2,Five luminous beetles danced gracefully above that quiet garden pond.,False,Five luminous beetles danced gracefully above that quiet garden pond,luminous beetle dance gracefully quiet garden pond
546,2,3,Grandmother carefully crocheted vibrant blankets during chilly winter evenings indoors.,False,Grandmother carefully crocheted vibrant blankets during chilly winter evenings indoors,grandmother carefully crochet vibrant blanket chilly winter evening indoor
547,3,4,Misty mountains concealed hidden monasteries that taught ancient martial arts.,False,Misty mountains concealed hidden monasteries that taught ancient martial arts,mountain conceal hidden monastery teach ancient martial art
548,4,5,"Seven bold knights guarded the fortress under dark, turbulent storm clouds.",False,Seven bold knights guarded the fortress under dark turbulent storm clouds,bold knight guard fortress dark turbulent storm cloud
549,5,6,Her nimble fingers strummed lullabies on that beloved wooden guitar.,False,Her nimble fingers strummed lullabies on that beloved wooden guitar,nimble finger strum lullaby beloved wooden
550,6,7,A jubilant puppy chased butterflies beside the flowering backyard fence.,False,A jubilant puppy chased butterflies beside the flowering backyard fence,jubilant puppy chase butterfly flower backyard fence
551,7,8,Cold ocean currents guided icebergs across distant northern shipping lanes.,False,Cold ocean currents guided icebergs across distant northern shipping lanes,cold ocean current guide iceberg distant northern shipping lane
552,8,9,Professional dancers leaped elegantly across polished floors before cheering spectators.,False,Professional dancers leaped elegantly across polished floors before cheering spectators,professional dancer leap elegantly polished floor cheer spectator
553,9,10,Patient teachers nurtured bright minds through inventive projects and daily encouragement.,False,Patient teachers nurtured bright minds through inventive projects and daily encouragement,patient teacher nurture bright mind inventive project daily encouragement
554,10,11,Blue jays perched confidently along cedar branches in late spring.,False,Blue jays perched confidently along cedar branches in late spring,jay perch confidently cedar branch late spring
555,11,12,Three curious children explored abandoned rooms behind that ancient mansion wall.,False,Three curious children explored abandoned rooms behind that ancient mansion wall,curious child explore abandon room ancient mansion
556,12,13,Their towering sailboat glided swiftly across glassy waters toward distant horizons.,False,Their towering sailboat glided swiftly across glassy waters toward distant horizons,tower sailboat glide swiftly glassy water distant horizon
557,13,14,An unexpected meteor shower illuminated farmland beneath vast midnight skies.,False,An unexpected meteor shower illuminated farmland beneath vast midnight skies,unexpected meteor shower illuminate farmland vast midnight sky
558,14,15,Uncanny lights flickered eerily beyond the ghost town,False,Uncanny lights flickered eerily beyond the ghost town,uncanny light flicker eerily ghost town
559,15,16,Kayakers navigated choppy rapids between jagged cliffs beneath low-hanging storm clouds.,False,kayaker navigated choppy rapids between jagged cliffs beneath low-hanging storm clouds,kayaker navigate choppy rapid jagged cliff low hang storm cloud
560,16,17,Thick vines clung persistently around cracked statues near the overgrown courtyard.,False,Thick vines clung persistently around cracked statues near the overgrown courtyard,thick vine cling persistently crack statue overgrown courtyard
561,17,18,"Whales surfaced briefly, greeting dawn watchers along a rocky coastline path.",False,Whales surfaced briefly greeting dawn watchers along a rocky coastline path,whale surface briefly greet dawn watcher rocky coastline path
562,18,19,Two cunning foxes trotted silently across frosty fields at twilight.,False,Two cunning foxes trotted silently across frosty fields at twilight,cunning fox trot silently frosty field
563,19,20,"Towering sunflowers swayed gently under bright rays, inviting busy honeybees.",False,Towering sunflowers swayed gently under bright rays inviting busy honeybees,tower sunflower sway gently bright ray invite busy honeybee
564,20,21,"Adventurous hikers charted hidden waterfalls inside dense, unexplored jungle interiors.",False,Adventurous hikers charted hidden waterfalls inside dense unexplored jungle interiors,adventurous hiker chart hide waterfall dense unexplored jungle interior
565,21,22,Musicians rehearsed late melodies under hanging lanterns illuminating cobblestone streets.,False,Musicians rehearsed late melodies under hanging lanterns illuminating cobblestone streets,musician rehearse late melody hang lantern illuminate cobblestone street
566,22,23,Vibrant fish darted unpredictably through colorful reefs near the coral ridge.,False,Vibrant fish darted unpredictably through colorful reefs near the coral ridge,vibrant fish dart unpredictably colorful reef ridge
567,23,24,Great pyramids stood majestically against scorching winds and endless desert sands.,False,Great pyramids stood majestically against scorching winds and endless desert sands,great pyramid stand majestically scorch wind endless desert sand
568,24,25,Her shining tiara sparkled brilliantly beneath elaborate ballroom chandeliers tonight.,False,Her shining tiara sparkled brilliantly beneath elaborate ballroom chandeliers tonight,shine tiara sparkle brilliantly elaborate ballroom chandelier tonight
569,25,26,Drifting clouds formed imaginary creatures floating lazily across an azure sky.,False,Drifting clouds formed imaginary creatures floating lazily across an azure sky,drift cloud form imaginary creature float lazily azure sky
570,26,27,Electric guitars blasted powerful chords through that crowded concert arena.,False,Electric guitars blasted powerful chords through that crowded concert arena,electric guitar blast powerful chord crowded concert arena
571,27,28,Surveyors mapped treacherous passes around steep ridges overlooking the alpine valley.,False,Surveyors mapped treacherous passes around steep ridges overlooking the alpine valley,surveyor map treacherous pass steep ridge overlook valley
572,28,29,Bewildered tourists glimpsed ancient carvings etched deep into cliff faces.,False,Bewildered tourists glimpsed ancient carvings etched deep into cliff faces,bewildered tourist glimpse ancient carving etch deep cliff face
573,29,30,"Cats lounged contentedly on sun-warmed windowsills during long, peaceful afternoons indoors.",False,Cats lounged contentedly on unwarmed windowsills during long peaceful afternoons indoors,cat lounge contentedly unwarmed windowsill long peaceful afternoon indoor
574,30,31,Two champion runners sprinted furiously beyond cheering fans toward the finish.,False,Two champion runners sprinted furiously beyond cheering fans toward the finish,champion runner sprint furiously cheer fan finish
575,31,32,A secret passage led visitors through centuries-old catacombs beneath campus grounds.,False,A secret passage led visitors through centuries-old catacombs beneath campus grounds,secret passage lead visitor century old catacomb campus ground
576,32,33,"Ivy gradually covered abandoned walls, reclaiming crumbling bricks without hesitation.",False,Ivy gradually covered abandoned walls reclaiming crumbling bricks without hesitation,gradually cover abandon wall reclaim crumble brick hesitation
577,33,34,"Splendid fireworks exploded overhead, painting streaks across the star-filled summer sky.",False,Splendid fireworks exploded overhead painting streaks across the star-filled summer sky,splendid firework explode overhead paint streak star fill summer sky
578,34,35,That bright comet arced gracefully over silent peaks at midnight.,False,That bright comet arced gracefully over silent peaks at midnight,bright comet arc gracefully silent peak midnight
579,35,36,Cautious travelers checked weather reports before driving through mountainous switchback roads.,False,Cautious travelers checked weather reports before driving through mountainous switchback roads,cautious traveler check weather report drive mountainous switchback road
580,36,37,Tall oak trees sheltered small creatures seeking refuge from midday heat.,False,Tall oak trees sheltered small creatures seeking refuge from midday heat,tall oak tree shelter small creature seek refuge midday heat
581,37,38,Agile gymnasts flipped expertly across padded mats during intense regional competitions.,False,Agile gymnasts flipped expertly across padded mats during intense regional competitions,agile gymnast flip expertly pad mat intense regional competition
582,38,39,"Wildlife photographers crawled cautiously behind bushes, capturing breathtaking safari snapshots today.",False,Wildlife photographers crawled cautiously behind bushes capturing breathtaking safari snapshots today,wildlife photographer crawl cautiously bush capture breathtaking safari snapshot today
583,39,40,"Architects examined dusty blueprints, finalizing bold visions of upcoming city projects.",False,Architects examined dusty blueprints finalizing bold visions of upcoming city projects,architect examine dusty blueprint finalize bold vision upcoming city project
584,40,41,"Tower bells chimed loudly, summoning villagers toward that candlelit evening mass.",False,Tower bells chimed loudly summoning villagers toward that candlelit evening mass,tower bell chime loudly summon villager candlelit evening mass
585,41,42,Several eagles soared confidently above rolling hills alongside drifting white clouds.,False,Several eagles soared confidently above rolling hills alongside drifting white clouds,eagle soar confidently roll hill drift white cloud
586,42,43,"Experienced pilots maneuvered planes around sudden turbulence with professional, unwavering focus.",False,Experienced pilots maneuvered planes around sudden turbulence with professional unwavering focus,experienced pilot maneuver plane sudden turbulence professional unwavering focus
587,43,44,Librarians arranged rare manuscripts carefully along climate-controlled archival storage shelves.,False,Librarians arranged rare manuscripts carefully along climate-controlled archival storage shelves,librarian arrange rare manuscript carefully climate control archival storage shelf
588,44,45,Winding roads forced travelers to drive slowly around hairpin mountain bends.,False,Winding roads forced travelers to drive slowly around hairpin mountain bends,wind road force traveler drive slowly hairpin mountain bend
589,45,46,His brilliant mind decoded cryptic messages transmitted via archaic telegraph lines.,False,His brilliant mind decoded cryptic messages transmitted via archaic telegraph lines,brilliant mind decode cryptic message transmit archaic telegraph line
590,46,47,"Fluttering kites dotted the sky, weaving patterns over the sprawling beach.",False,Fluttering kites dotted the sky weaving patterns over the sprawling beach,flutter kite dot sky weave pattern sprawling beach
591,47,48,"Joyful toddlers clapped excitedly, greeting parents at the vibrant daycare entrance.",False,Joyful toddlers clapped excitedly greeting parents at the vibrant daycare entrance,joyful toddler clap excitedly greet parent vibrant daycare entrance
592,48,49,"Breathtaking hot-air balloons floated over farmland, pleasing crowds at sunrise festivals.",False,Breathtaking hot-air balloons floated over farmland pleasing crowds at sunrise festivals,breathtake hot air balloon float farmland pleasing crowd sunrise festival
593,49,50,Friends recounted humorous stories around glowing embers of their riverside campfire.,False,Friends recounted humorous stories around glowing embers of their riverside campfire,friend recount humorous story glow ember riverside campfire
594,50,51,A solitary monk meditated quietly beneath whispering pines near steep cliffs.,False,A solitary monk meditated quietly beneath whispering pines near steep cliffs,solitary monk meditate quietly whispering pine steep cliff
595,51,52,"Rapid drummers synchronized beats, energizing dancers along crowded carnival processions downtown.",False,Rapid drummers synchronized beats energizing dancers along crowded carnival processions downtown,rapid drummer synchronize beat energize dancer crowded carnival procession downtown
596,52,53,The final puzzle piece completed everyone,False,The final puzzle piece completed everyone,final puzzle piece complete
597,53,54,Ten restless horses galloped freely across mist-shrouded plains at early dawn.,False,Ten restless horses galloped freely across mist-shrouded plains at early dawn,restless horse gallop freely mist shroud plain early dawn
598,54,55,Rising tides challenged swimmers competing in the demanding triathlon championship race.,False,Rising tides challenged swimmers competing in the demanding triathlon championship race,rise tide challenge swimmer compete demand championship race
599,55,56,Village elders debated resource allocations within that humble community hall.,False,Village elders debated resource allocations within that humble community hall,village elder debate resource allocation humble community hall
600,56,57,Harvest festivities united farmers showcasing produce during lively weekly market gatherings.,False,Harvest festivities united farmers showcasing produce during lively weekly market gatherings,harvest festivity united farmer showcase produce lively weekly market gathering
601,57,58,Muscular blacksmiths hammered red-hot steel amid showers of bright flying sparks.,False,Muscular blacksmiths hammered redroot steel amid showers of bright flying sparks,muscular blacksmith hammer redroot steel shower bright flying spark
602,58,59,Delighted children constructed elaborate sandcastles along clear shorelines each sunny weekend.,False,Delighted children constructed elaborate sandcastles along clear shorelines each sunny weekend,delighted child construct elaborate sandcastle clear shoreline sunny weekend
603,59,60,Intricate ice sculptures gleamed under spotlights during seasonal winter carnivals worldwide.,False,Intricate ice sculptures gleamed under spotlights during seasonal winter carnivals worldwide,intricate ice sculpture gleam spotlight seasonal winter carnival worldwide
604,60,61,"Stray dogs howled mournfully, echoing across deserted farmland at moonlit hours.",False,Stray dogs howled mournfully echoing across deserted farmland at moonlit hours,stray dog howl mournfully echo desert farmland moonlit hour
605,61,62,Skilled astronomers tracked planetary alignments through massive telescopes atop remote observatories.,False,Skilled astronomers tracked planetary alignments through massive telescopes atop remote observatories,skilled astronomer track planetary alignment massive telescope remote observatory
606,62,63,Boisterous cheerleaders rallied enthusiastic supporters throughout today's pivotal championship match.,False,Boisterous cheerleaders rallied enthusiastic supporters throughout today's pivotal championship match,cheerleader rally enthusiastic supporter today pivotal championship match
607,63,64,"Gallant stage actors performed vibrant scenes before a hushed, attentive audience.",False,Gallant stage actors performed vibrant scenes before a hushed attentive audience,stage actor perform vibrant scene hushed attentive audience
608,64,65,Digital nomads typed feverishly inside caf,False,Digital nomads typed feverishly inside can,digital nomad type feverishly inside
609,65,66,Morning runners passed sculpted statues along meticulously manicured park walking paths.,False,Morning runners passed sculpted statues along meticulously manicured park walking paths,morning runner pass sculpt statue meticulously manicure park walking path
610,66,67,"Artists blended contrasting pigments, developing paintings with striking emotional resonance.",False,Artists blended contrasting pigments developing paintings with striking emotional resonance,artist blend contrast pigment develop painting strike emotional resonance
611,67,68,Sunlit dust motes drifted lazily through towering cathedral windows each afternoon.,False,Sunlit dust motes drifted lazily through towering cathedral windows each afternoon,sunlit dust mote drift lazily tower cathedral window afternoon
612,68,69,Horse-drawn wagons rattled unevenly along narrow roads bordered by rolling meadows.,False,Horse-drawn wagons rattled unevenly along narrow roads bordered by rolling meadows,horse draw wagon rattle unevenly narrow road border roll meadow
613,69,70,Eager surfers watched massive waves forming beyond the jagged coastal rocks.,False,Eager surfers watched massive waves forming beyond the jagged coastal rocks,eager surfer watch massive wave form jagged coastal rock
614,70,71,Rising black smoke signaled busy factories operating day and night shifts.,False,Rising black smoke signaled busy factories operating day and night shifts,rise black smoke signal busy factory operate day night shift
615,71,72,Quiet librarians shelved countless volumes under flickering overhead lamps each evening.,False,Quiet librarians shelved countless volumes under flickering overhead lamps each evening,librarian shelve countless volume flicker overhead lamp evening
616,72,73,"Cheerful volunteers planted young seedlings, promoting sustainability across neglected urban districts.",False,Cheerful volunteers planted young seedlings promoting sustainability across neglected urban districts,cheerful volunteer plant young seedling promote sustainability neglect urban district
617,73,74,Clever detectives deciphered cryptic graffiti messages spray-painted under old railroad bridges.,False,Clever detectives deciphered cryptic graffiti messages spray-painted under old railroad bridges,clever detective decipher cryptic graffiti message paint old railroad bridge
618,74,75,"Red foxes roamed farmland edges, stalking rodents scurrying between fields.",False,Red foxes roamed farmland edges stalking rodents scurrying between fields,red fox roam farmland edge stalk rodent scurry field
619,75,76,Seasoned bakers kneaded dough vigorously before shaping loaves for community feasts.,False,Seasoned bakers kneaded dough vigorously before shaping loaves for community feasts,seasoned baker knead dough vigorously shape loaf community feast
620,76,77,Towering reeds whispered softly beside tranquil rivers flowing toward distant wetlands.,False,Towering reeds whispered softly beside tranquil rivers flowing toward distant wetlands,tower reed whisper softly tranquil river flow distant wetland
621,77,78,Serene monks chanted mantras inside ancient temples surrounded by carved pillars.,False,Serene monks chanted mantras inside ancient temples surrounded by carved pillars,serene monk chant mantra ancient temple surround carved pillar
622,78,79,"Falcons dove rapidly, surprising smaller prey on wide grassland plains nearby.",False,Falcons dove rapidly surprising smaller prey on wide grassland plains nearby,falcon dive rapidly surprising small prey wide grassland plain nearby
623,79,80,"Elderly couples reminisced happily, flipping through worn photo albums together nightly.",False,Elderly couples reminisced happily flipping through worn photo albums together nightly,elderly couple reminisce happily flip wear photo album nightly
624,80,81,Skyscraper windows reflected city lights shimmering against the calm harbor water.,False,Skyscraper windows reflected city lights shimmering against the calm harbor water,skyscraper window reflect city light shimmer calm harbor water
625,81,82,"Yellow wildflowers blanketed rolling hills, brightening travelers",False,Yellow wildflowers blanketed rolling hills brightening travelers,yellow wildflower blanket roll hill brighten traveler
626,82,83,University students debated philosophical theories outside ivy-covered lecture halls all afternoon.,False,University students debated philosophical theories outside ivy-covered lecture halls all afternoon,university student debate philosophical theory ivy cover lecture hall afternoon
627,83,84,"Cargo ships unloaded crates, supporting commerce at thriving international trade ports.",False,Cargo ships unloaded crates supporting commerce at thriving international trade ports,cargo ship unload crate support commerce thrive international trade port
628,84,85,Steady wind turbines harnessed clean energy for progressive neighborhoods across fields.,False,Steady wind turbines harnessed clean energy for progressive neighborhoods across fields,steady wind turbine harness clean energy progressive neighborhood field
629,85,86,"Falcons soared overhead, scanning valleys for prey hidden among brush.",False,Falcons soared overhead scanning valleys for prey hidden among brush,falcon soar overhead scan valley prey hide brush
630,86,87,Desert wanderers rationed water supplies carefully during extended voyages through dunes.,False,Desert wanderers rationed water supplies carefully during extended voyages through dunes,desert wanderer ration water supply carefully extend voyage dune
631,87,88,Rowdy spectators cheered enthusiastically while jets roared over the expansive runway.,False,Rowdy spectators cheered enthusiastically while jets roared over the expansive runway,rowdy spectator cheer enthusiastically jet roar expansive runway
632,88,89,"Ambitious beekeepers expanded hives, boosting pollination efforts throughout nearby farmland projects.",False,Ambitious beekeepers expanded hives boosting pollination efforts throughout nearby farmland projects,ambitious beekeeper expand hive boost pollination effort nearby farmland project
633,89,90,Enterprising engineers tested prototype vehicles within strictly controlled automotive laboratories underground.,False,Enterprising engineers tested prototype vehicles within strictly controlled automotive laboratories underground,enterprise engineer test prototype vehicle strictly control automotive laboratory underground
634,90,91,"Burgeoning entrepreneurs pitched fresh ideas, seeking partners during that innovative conference.",False,Burgeoning entrepreneurs pitched fresh ideas seeking partners during that innovative conference,burgeon entrepreneur pitch fresh idea seek partner innovative conference
635,91,92,,False,nan,
636,92,93,Hearty laughter echoed continuously around,False,Hearty laughter echoed continuously around,hearty laughter echo continuously
637,93,94,"Coders debugged numerous lines, ensuring stable platform performance before scheduled release.",False,Coders debugged numerous lines ensuring stable platform performance before scheduled release,coder debug numerous line ensure stable platform performance schedule release
638,94,95,Magnificent ferries transported daily commuters across s,False,Magnificent ferries transported daily commuters across s,magnificent ferry transport daily commuter
639,95,96,,False,nan,
640,96,97,Respected authors autographed novels inside that bustling,False,Respected authors autographed novels inside that bustling,respected author autograph novel bustling
641,97,98,Ancient roads revealed trading posts connecting distant kingdoms long before highways.,False,Ancient roads revealed trading posts connecting distant kingdoms long before highways,ancient road reveal trading post connect distant kingdom long highway
642,98,99,"Tranquil fountains bubbled softly, attracting",False,Tranquil fountains bubbled softly attracting,tranquil fountain bubble softly attract
643,99,100,Newfound,False,Newfound,newfound
644,100,101,Crisp pages turned as librarians organized shelves for eager readers.,False,Crisp pages turned as librarians organized shelves for eager readers,crisp page turn librarian organize shelf eager reader
645,101,102,Glistening icicles formed patterns along gutters during brisk winter morning.,False,Glistening icicles formed patterns along gutters during brisk winter morning,glisten icicle form pattern gutter brisk winter morning
