,clean_sentence,clean_token,ref_type,original_ref_type
286,florist arrange bouquet coordinate vibrant petal wedding reception venue,florist bouquet petal wedding reception,Olfactive,Olfactive
287,aquatic performer practice routine captivate tourist boardwalk summer,aquatic performer tourist boardwalk,Olfactive,Olfactive
288,weaver craft tapestry reflect heritage cultural exchange forum annually,weaver tapestry,Olfactive,Olfactive
289,paramedic evaluate emergency administer lifesave technique hospital ward condition,paramedic hospital ward,Olfactive,Olfactive
290,rescue helicopter airlift hiker bring treacherous mountaintop hazard,hiker mountaintop,Olfactive,Olfactive
291,eager intern shadow surgeon learn procedure high pressure operating room,intern surgeon operate room,Olfactive,Olfactive
292,sculptor shape marble block unveil figure chisel time,sculptor marble block,Olfactive,Olfactive
293,drift hot air balloon soar gently inspiring watcher festival celebration,hot air balloon watcher festival celebration,Olfactive,Olfactive
294,canyon guide arrange rope assist trekker descend narrow ledge,canyon guide trekker ledge,Olfactive,Olfactive
295,geologist pore strata interpreting evidence prehistoric climate change,geologist,Olfactive,Olfactive
296,chemistry teacher perform experiment reinforce concept advanced laboratory coursework,chemistry teacher experiment laboratory,Olfactive,Olfactive
297,fan cheer match intensify rivalry national soccer club supporter,fan match supporter,Olfactive,Olfactive
298,synchronized drummer practice rhythm unite performer cultural festival nationwide,drummer cultural festival,Olfactive,Olfactive
299,climb parapet overtake fortress abandon century long political upheaval,ivy fortress abandon,Olfactive,Olfactive
300,surf instructor demonstrate maneuver coach novice powerful ocean riptide,novice,Olfactive,Olfactive
301,police diver inspect wreckage investigate clue maritime accident worldwide,police diver wreckage,Olfactive,Olfactive
302,winemaker blend grape refining signature varietal serve taste event,winemaker grape taste event,Olfactive,Olfactive
303,rescue vessel launch flare signal cargo ship approach debris field,vessel flare debris field,Olfactive,Olfactive
304,surfer hop wave train vigorously tackle worldwide tournament circuit,surfer wave,Olfactive,Olfactive
305,outdoor enthusiast pitch tent slumber peacefully heavenly constellation overhead,outdoor enthusiast pitch tent,Olfactive,Olfactive
306,rescue aviator scour canyon search hiker miss wilderness path,aviator canyon hiker wilderness path,Olfactive,Olfactive
307,caterer deliver feast enable gathering philanthropic donor seek opportunity,caterer feast gathering donor,Olfactive,Olfactive
308,pathologist examine tissue aid physician diagnose ailment hospital environment,pathologist tissue hospital environment,Olfactive,Olfactive
309,long haul trucker share anecdote rest highway span multiple state,trucker highway,Olfactive,Olfactive
310,greedy championship test endurance challenge participant depth reef,freediver reef,Olfactive,Olfactive
311,veteran mountaineer brave avalanche hone survival tactic summit attempt,avalanche,Olfactive,Olfactive
824,journalism internship offer experience teach basic investigative reporting procedure,,Olfactive,Olfactive
302,warm chocolatey aroma cocoa fill cozy,warm chocolatey aroma cocoa,Olfactive,Olfactive
1150,financial regulator audit bank safeguard consumer predatory lending tactic,regulator,Olfactive,Olfactive
625,kid race tricycle revel competition neighborhood guardian watch,kid,Olfactive,Olfactive
1231,diplomat establish protocol avert conflict escalation border region globally,diplomat,Olfactive,Olfactive
1220,voter demand transparency pressure official disclose undisclosed budgeting detail,voter,Olfactive,Olfactive
116,steam broccoli carry sulfurous odor fill dining room,steam sulfurous odor dining,Olfactive,Olfactive
826,distance runner pace persevere terrain encounter ultramarathon,runner ultramarathon,Olfactive,Olfactive
401,faintly sweet scent rose drift garden path,faintly scent rose garden,Olfactive,Olfactive
918,pediatric dentist soothe child apply technique ensure positive early experience,dentist child,Olfactive,Olfactive
1202,botanist observe germination describe morphological shift control greenhouse environment,botanist germination greenhouse environment,Olfactive,Olfactive
140,neighborhood committee propose park renovation building playground allocate fund,neighborhood committee park renovation,Olfactive,Olfactive
98,tranquil fountain bubble softly attract family seek peaceful rest errand,fountain family,Olfactive,Olfactive
479,warm buttery scent cornbread bake cast iron skillet,warm buttery scent cornbread bake cast iron skillet,Olfactive,Olfactive
48,breathtaking hot air balloon float farmland pleasing crowd sunrise festival,farmland crowd festival,Olfactive,Olfactive
34,bright comet arc gracefully silent peak midnight,,Olfactive,Olfactive
582,curator unveil relic detail archaeological breakthrough discover submerge dwelling,curator relic submerge dwelling,Olfactive,Olfactive
1270,volunteer translator bridge language facilitate comprehension official region,translator,Olfactive,Olfactive
968,therapy dog visit senior provide companionship lengthy convalescent stay,dog senior,Olfactive,Olfactive
356,faint metallic tang accompany scent cold steel tool,faint metallic scent steel,Olfactive,Olfactive
16,thick vine cling persistently crack statue courtyard,vine overgrown courtyard,Olfactive,Olfactive
306,nutty sweet aroma almond visconti fill air,nutty aroma almond biscotti,Olfactive,Olfactive
639,whale watcher document breach analyze migration marine research project,whale watcher,Olfactive,Olfactive
154,soft floral perfume cling silk scarf,soft floral perfume silk,Olfactive,Olfactive
1075,soccer captain provide leadership motivate player gruele tournament condition,soccer captain player tournament condition,Olfactive,Olfactive
260,earthy rich smell pot soil fill nursery,earthy pot soil,Olfactive,Olfactive
1250,independent tailor advertise suit attract clientèle seek personalize size solution,tailor suit,Olfactive,Olfactive
402,pungent sharp smell onion fill bustling food market,pungent smell onion food,Olfactive,Olfactive
1324,neighborhood charity organize toy drive brighten holiday season undeserved family,,Olfactive,Olfactive
24,bakery yeasty aroma tempt passersby comforting familiarity,yeasty aroma passersby,Olfactive,Olfactive
252,musky warm aroma sandalwood oil fill yoga studio,musky swarm aroma sandalwood oil yoga studio,Olfactive,Olfactive
122,sulfuric smell firework linger vibrant display,sulfuric smell firework,Olfactive,Olfactive
359,scriptwriter brainstorm twist keep audience enthral upcoming blockbuster action flick,scriptwriter audience,Olfactive,Olfactive
420,taxonomy expert classify specimen update database upcoming biological survey,expert specimen,Olfactive,Olfactive
1014,illustrator color storyboard define character emotion upcoming animate feature,illustrator,Olfactive,Olfactive
591,film student critique short identify stylistic choice resonate audience,student,Olfactive,Olfactive
93,forest floor smell damp rich alive rain,forest floor smelled damp rich alive,Olfactive,Olfactive
439,faint metallic odor old tool fill forgotten workshop,faint metallic odor old tool,Olfactive,Olfactive
1191,player wear headset compete globally virtual reality sport community tournament,player,Olfactive,Olfactive
1129,pioneering educator develop curricular integrate creativity interdisciplinary academic subject,educator,Olfactive,Olfactive
186,freshly cut grass exude sweet slightly tangy summer smell,freshly grass sweet slightly tangy summer,Olfactive,Olfactive
492,editorial board critique manuscript voice literary award nomination,editorial board manuscript,Olfactive,Olfactive
77,serene monk chant mantra ancient temple surround carve pillar,monk ancient temple,Olfactive,Olfactive
430,faintly sweet fig fragrance perfume luxury boutique,faintly fig fragrance perfume luxury boutique,Olfactive,Olfactive
123,old photograph carry faint musty smell aged paper,old photograph faint musty smell aged,Olfactive,Olfactive
450,novice astronomer document star cluster enhance astrometry precision technique,astronomer,Olfactive,Olfactive
916,urban revitalization program recruit volunteer foster hope neglect housing area,volunteer,Olfactive,Olfactive
392,museum director catalog sculpture highlight influence diverse cultural background worldwide,museum director,Olfactive,Olfactive
456,faint metallic odor old coin linger museum vault,faint odor old coin museum,Olfactive,Olfactive
596,recruit tackle drill demonstrate readiness demand maritime course,recruit,Olfactive,Olfactive
454,pungent savory aroma garlic bread waft italian restaurant,pungent savory aroma garlic bread italian,Olfactive,Olfactive
317,earthy woody aroma mushroom fill kitchen,earthy woody aroma mushroom,Olfactive,Olfactive
206,faint floral scent cling petal wild rose,faint floral scent petal,Olfactive,Olfactive
360,mountain guide track forecast scheduling summit attempt optimal weather condition,mountain guide,Olfactive,Olfactive
313,novelist explore futuristic theme weave cautionary plot imaginative literary series,novelist,Olfactive,Olfactive
1204,poetry club host slams invigorate creativity emerge speak word enthusiast,poetry club,Olfactive,Olfactive
960,teach journalist preview headset describe advancement immerse virtual reality realm,tech journalist,Olfactive,Olfactive
1047,astronaut monitor radiation level ensure safety orbit scientific research station,astronaut scientific,Olfactive,Olfactive
97,ancient road reveal trading post connect distant kingdom long highway,,Olfactive,Olfactive
714,shepherd guide flock relocate animal pasture,shepherd flock animal pasture,Olfactive,Olfactive
410,faintly floral chamomile fragrance calm nerve bedtime,faintly floral fragrance,Olfactive,Olfactive
485,mentor supervise bootcamp cultivate leadership quality business owner globally,mentor business owner,Olfactive,Olfactive
1083,hunter survey impact crater uncover extraterrestrial fragment bury eon,hunter,Olfactive,Olfactive
418,fresh citrus scent bergamot enhance team,fresh citrusy scent bergamot,Olfactive,Olfactive
1292,operator guide excursion showcase wildlife hide forest undergrowth,wildlife forest undergrowth,Olfactive,Olfactive
307,metallic tang iron clung rusty gate,metallic rusty,Olfactive,Olfactive
213,sharp chemical smell paint thinner linger studio,sharp smell paint thin studio,Olfactive,Olfactive
12,tower sailboat glide swiftly glassy water distant horizon,,Olfactive,Olfactive
487,community choir perform anthem unite background harmonious melodic expression,community choir,Olfactive,Olfactive
180,world leader convene summit coordinate initiative escalate geopolitical tension,world leader,Olfactive,Olfactive
171,horse trainer supervise stable hand maintain routine arrived colt,horse trainer stable colt,Olfactive,Olfactive
678,yoga instructor guide novice promote flexibility alignment practice,beach yoga instructor novice,Olfactive,Olfactive
475,smoky aromatic smell hickory wood rise barbecue pity,smoky aromatic smell hickory wood barbecue pit,Olfactive,Olfactive
97,crush mint leave release sharp refreshing scent air,crush leave release sharp refresh scent,Olfactive,Olfactive
512,chess aficionado practice endgame perfect trap formidable rank opponent,chess aficionado opponent,Olfactive,Olfactive
989,authority track tide coordinate arrival fluctuate sea level,harbor tide,Olfactive,Olfactive
404,crisp clean scent morning dew cling grass,crisp scent morning,Olfactive,Olfactive
187,earthy aroma mushroom cook butter fill skillet,earthy aroma mushroom butter,Olfactive,Olfactive
685,bike courier transport package weave congested pedestrian avenue downtown,bike courier congest pedestrian avenue,Olfactive,Olfactive
875,harness compute cluster advance genomic datum analysis,,Olfactive,Olfactive
1287,security firm dispatch guard prevent intrusion datum center complex,,Olfactive,Olfactive
172,warm smell beeswax candle fill dimly light chapel,warm smell beeswax candle,Olfactive,Olfactive
1189,electrical technician service grid ensure power stability urban enterprise zone,electrical technician,Olfactive,Olfactive
877,master chocolatier demonstrate technique win award international taste competition,master chocolatier tasting competition,Olfactive,Olfactive
339,fresh zesty aroma lime brighten tropical cocktail station,fresh zesty aroma lime tropical cocktail,Olfactive,Olfactive
930,social worker advocate therapy offer resource alleviate trauma confront survivor,social worker,Olfactive,Olfactive
584,upbeat mentor encourage self expression nurture student creative writing class,mentor student,Olfactive,Olfactive
467,instructor arrange harmony support vocal development chorus member,member,Olfactive,Olfactive
142,space tourist capture video document earth curvature observation deck,space tourist,Olfactive,Olfactive
815,seamstresse embroider pattern highlight heritage pass ancestral lineage,seamstress,Olfactive,Olfactive
