,level_0,Unnamed: 0,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
134,278,278,653,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,43,It is certainly true that in its simple form the odor of musk is not nowadays highly considered in Europe .,of musk odor,Olfactive,Smell\_Source,21,certainly true simple form odor musk not nowadays highly considered europe,musk odor,odor odor musk,1.0,0.5,1.0,1.0
135,472,472,1067,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,2,"To perfumers it is a most valuable assistant , possessing in the highest degree a fresh floral fragrance , which renders it highly useful in compounds .",fresh floral it fragrance,Olfactive,Quality,27,perfumers valuable assistant possessing highest degree fresh floral fragrance renders highly useful compounds,fresh floral fragrance,fresh floral fragrance fragrance,1.0,1.0,1.0,1.0
136,350,350,810,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,86,"Indeed , I know no more intractable malady , for even when the stockings and shoes are changed two or three times a-day and powerful scents used , the morbid stench is still diffused .",morbid stench,Olfactive,Quality,35,indeed know no intractable malady even stockings shoes changed two three times aday powerful scents used morbid stench still diffused,morbid stench,indeed know no intractable malady even stockings shoes changed two three times aday powerful scents used morbid stench still diffused stench,0.1,1.0,0.14285714285714285,1.0
137,509,509,1160,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,5,"It is invariably based on coumarin , modified by lavender , bergamot , and other perfumes , according to the exact note the perfumer wishes to give to his product .",other lavender bergamot perfumes,Olfactive,Quality,31,invariably based coumarin modified lavender bergamot perfumes according exact note perfumer wishes give product,lavender bergamot perfumes,perfumes bergamot perfumer,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
138,149,149,317,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,14,"IF the putrefaction in the ayre be more hot then moist , then it is more apt to destroy , and to be taken by the nostrills : first , because the heat is subtile , and passeth vp speedily to the pellicle , and mooueth with the fume or moisture .",in the ayre putrefaction,Olfactive,Odour\_Carrier,52,putrefaction ayre hot moist apt destroy taken nostrills first because heat subtile passeth vp speedily pellicle mooueth fume moisture,ayre putrefaction,putrefaction ayre hot moist apt destroy taken nostrills fume,0.25,1.0,0.2222222222222222,1.0
139,124,124,264,008E Anon 1779 A short history of drugs.txt_distribution.txt,75,"Is a concrete gummy rosinous Juice , of various Colours and Sizes , the Produce of Persia , of a fine aromatic Smell , and bitter aromatic Taste ; the best that has been brought home for ten Years past was in solid lumps , from the Size of a Nutmeg to that of a Pigeon ' s Egg , of a palish yellow Colour , and when broke appeared in the Inside of a whitish mealy Substance ; though where it breaks of a deep Orange-colour , and of a firmer Texture , and shining , it is much more preferable .",fine aromatic Smell,Olfactive,Quality,103,concrete gummy rosinous juice various colours sizes produce persia fine aromatic smell bitter aromatic taste best brought home ten years past solid lumps size nutmeg pigeon egg palish yellow colour broke appeared inside whitish mealy substance though breaks deep orangecolour firmer texture shining much preferable,fine aromatic smell,fine aromatic smell aromatic smell bitter aromatic,1.0,1.0,0.8571428571428571,1.0
140,428,428,960,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,9,"Air thus generated from putrid mice standing in water , without any mixture of common air , extinguishes flame , and is noxious to animals , but not more so than common air only tainted with putrefaction .",putrid mice,Olfactive,Quality,38,air thus generated putrid mice standing water without mixture common air extinguishes flame noxious animals not common air only tainted putrefaction,putrid mice,putrid mice putrid tainted,1.0,1.0,0.75,1.0
141,465,465,1046,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,2,"THE Flowers much used for Perfuming Snuff , are Orange-flower water , Jasmin , common Roses , musqued Roses and Tuberoses , other Flowers can hardly Perfume naturally , unless you use a great quantity of them , and add to them some Essence of the same Flowers , as you ' ll see in the Receipts for Perfuming Snuff ; but when all is done the smell never last long , as in other Perfumes .",Snuff hardly other THE Flowers Orange-flower water Jasmin common Roses musqued Roses Tuberoses other Flowers of the same Flowers Perfuming Perfume Essence Perfuming Snuff smell Perfumes,Olfactive,Odour\_Carrier,77,flowers much used perfuming snuff orangeflower water jasmin common roses musqued roses tuberoses flowers hardly perfume naturally unless use great quantity add essence flowers see receipts perfuming snuff done smell never last long perfumes,snuff hardly flowers orangeflower water jasmin common roses musqued roses tuberoses flowers flowers perfuming perfume essence perfuming snuff smell perfumes,perfuming snuff orangeflower water jasmin common tuberoses musqued tuberoses tuberoses flowers hardly perfumes snuff perfume essence snuff smell roses roses,1.0,0.75,1.0,1.0
142,185,185,404,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,113,"The Milky or Resinous Exulcerators , have an Oyl more fixt , joyned to an Acid-Acrid Salt ; as Tithymalus , and Esula ; and these smell Acid , rather than of any hot Scent .",Acid hot The Milky or Resinous Exulcerators Tithymalus Esula these smell Scent,Olfactive,Quality,36,milky resinous exulcerators oyl fixt joyned acidacrid salt tithymalus esula smell acid rather hot scent,acid hot milky resinous exulcerators tithymalus esula smell scent,milky resinous exulcerators oyl fixt joyned acidacrid salt tithymalus esula smell acid rather hot scent smell scent,0.6,1.0,0.6470588235294118,1.0
143,227,227,514,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,64,"Fresh Tabaco smells Narcotick about the Flowers , and is Bitter , Mucilaginous , and Acrid : It much resembles Henbane by its Figure , Oyl and Clamminess to the Touch ; but by its Bitterness and Pungency , Solanum Lignosum .",Solanum Lignosum Narcotick Bitter Mucilaginous Acrid Fresh Tabaco its smells Pungency,Olfactive,Evoked\_Odorant,42,fresh tabaco smells narcotick flowers bitter mucilaginous acrid much resembles henbane figure oyl clamminess touch bitterness pungency solanum lignosum,solanum lignosum narcotick bitter mucilaginous acrid fresh tabaco smells pungency,smells bitter acrid pungency,1.0,0.1,1.0,0.4
144,291,291,683,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,55,"Eestif de la Bretonne , who was somewhat of a shoe fetichist , appears to have enjoyed smelling shoes .",shoes smelling,Olfactive,Smell\_Source,20,eestif de la bretonne somewhat shoe fetichist appears enjoyed smelling shoes,shoes smelling,smelling smelling,1.0,0.5,1.0,0.5
145,247,247,570,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,31,"The passengers by public conveyance are annoyed to an equal exent , and the nuisance forms a never-ending subject of complaint and xecration among the company of the railway train and stage-coaches idiich have to pass through or within the margin of the fetid marsh , dr Rankin , the superintendent of the railway , informs us , “ that ie , or the officers employed by him , have almost constant opportulities of hearing the passengers lamenting the grievous nuisance to rhich so populous a neighbourhood is exposed . ”",fetid marsh,Olfactive,Quality,91,passengers public conveyance annoyed equal exent nuisance forms neverending subject complaint xecration among company railway train stagecoaches idiich pass within margin fetid marsh dr rankin superintendent railway informs us “ ie officers employed almost constant opportulities hearing passengers lamenting grievous nuisance rhich populous neighbourhood exposed ”,fetid marsh,fetid marsh fetid,1.0,1.0,1.0,1.0
146,290,290,681,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,54,"Krafft-Ebing , again , brings forward a case of shoe fetichism in which the significant fact is mentioned that the subject bought a pair of leather cuffs to smell while masturbating .",a pair of leather cuffs smell,Olfactive,Smell\_Source,32,krafftebing again brings forward case shoe fetichism significant fact mentioned subject bought pair leather cuffs smell masturbating,pair leather cuffs smell,krafftebing again brings forward case shoe fetichism smell,0.0,0.0,0.125,0.25
147,249,249,574,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,6,"In the year following I became convinced that it was so ; bad enough during the influence of easterly winds in March , April , and May , but sickening and almost intolerable in the warm months , when the wind was from the same quarter .",bad enough sickening almost intolerable it,Olfactive,Quality,47,year following became convinced bad enough influence easterly winds march april may sickening almost intolerable warm months wind quarter,bad enough sickening almost intolerable,year following became convinced bad enough influence easterly winds march april may sickening almost intolerable warm months wind quarter bad,0.2631578947368421,1.0,0.3,1.0
148,443,443,990,056E Thomas Reid 1764 An inquiry into the human mind__102_distribution_SCIE.txt,23,"Having found the smell thus constantly conjoined with the rose , the mind is at rest , without inquiring whether this conjunction is owing to a real efficiency or not ; that being a philosophical inquiry , which does not concern human life .",rose smell,Olfactive,Smell\_Source,44,found smell thus constantly conjoined rose mind rest without inquiring whether conjunction owing real efficiency not philosophical inquiry not concern human life,rose smell,smell smell,1.0,0.5,1.0,0.5
149,551,551,1257,072E Richard Middleton 1619 Goodnes the blessed mans badge__18_distribution_REL.txt,48,"And as the vngodly are swine in these respects , so as Swine are choaked with the smell of roses , as they chew not their meate , as they are vnrofitable for all seruices , such are the voluptuous and carnall men for all the world ; to heare or see any good or godly thing doth choake them , they neuer ruminate and consider the Law of God , they are good for no worke of piety or religion , hauing no more Soule then swine haue .",of roses smell,Olfactive,Smell\_Source,90,vngodly swine respects swine choaked smell roses chew not meate vnrofitable seruices voluptuous carnall men world heare see good godly thing doth choake neuer ruminate consider law god good no worke piety religion hauing no soule swine haue,roses smell,smell smell,1.0,0.5,1.0,0.5
150,552,552,1259,073E Samuel Lee 1673 Ecclesia Gemens__31_distribution_REL.txt,1,"Let none stand amazed at the pageantry of false Churches , nor value the Whore of Rome because of her bravery .",the Whore of Rome,Olfactive,Smell\_Source,22,let none stand amazed pageantry false churches nor value whore rome because bravery,whore rome,whore rome,1.0,1.0,1.0,1.0
151,550,550,1254,072E Richard Middleton 1619 Goodnes the blessed mans badge__18_distribution_REL.txt,47,"And so foule is the stinke of infull soules , as a godly Father obserues , that therefore Christ at the last iudgement shall shake them off with that irreuocable , depart from me , as not being able to endure their smell , no not so long as they shall bee a iudging .",foule of infull soules their stinke smell,Olfactive,Quality,55,foule stinke infull soules godly father obserues therefore christ last iudgement shall shake irreuocable depart not able endure smell no not long shall bee iudging,foule infull soules stinke smell,foule stinke infull soules godly father obserues therefore christ last iudgement shall shake irreuocable depart not able endure smell smell,0.2631578947368421,1.0,0.3,1.0
152,114,114,243,008E Anon 1779 A short history of drugs.txt_distribution.txt,189,"What you intend for Sale must be full Proof , clean , and have no bad Smell .",bad Smell,Olfactive,Quality,18,intend sale must full proof clean no bad smell,bad smell,bad smell bad smell,1.0,1.0,1.0,1.0
153,203,203,451,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,35,"Aromatick-Astringents : As Aromaticks , they are Cordial ; and from their Astringency , they strengthen the Fibres of the Stomach and Membranes , and all Nervous Parts ; and by an Acid evident in their Astringency , they hinder the greater Rarefaction of the Blood by their fragrant pungent Oyl .",fragrant pungent Aromatick-Astringents their Oyl,Olfactive,Quality,52,aromatickastringents aromaticks cordial astringency strengthen fibres stomach membranes nervous parts acid evident astringency hinder greater rarefaction blood fragrant pungent oyl,fragrant pungent aromatickastringents oyl,aromatickastringents astringency astringency fragrant pungent,1.0,0.25,0.6,0.75
154,141,141,299,009E Erasmus Darwin 1794 Zoonomia or the laws of organic life London 1794 ECCO TCP_MED.txt,8,"Light , sound , and odours , are unknown to the foetus in the womb , which , except the few sensations and motions already mentioned , sleeps away its time insensible of the busy world .",unknown odours,Olfactive,Quality,37,light sound odours unknown foetus womb except sensations motions already mentioned sleeps away time insensible busy world,unknown odours,light sound odours,0.3333333333333333,0.5,0.3333333333333333,0.5
155,338,338,786,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,68,"Now these cases of 	_	_	_	
68-6	11162-11169	plastic	_	_	_	
68-7	11170-11180	bronchitis	_	_	_	
68-8	11181-11182	 run a course almost identical with that of cases of fetid bronchopneumonia .",bronchopneumonia fetid,Olfactive,Smell\_Source,34,cases plastic bronchitis run course almost identical cases fetid bronchopneumonia,bronchopneumonia fetid,cases plastic bronchitis run course almost identical cases fetid bronchopneumonia fetid,0.2,1.0,0.2727272727272727,1.0
156,7,7,15,005E Daniel Featley 1636 Clavis Mystica 70 sermons__159_REL.txt,41,"Though the naturall life be not , yet the spirituall is nourished by odours & savours .",odours,Olfactive,Smell\_Word,17,though naturall life not yet spirituall nourished odours savours,odours,odours,1.0,1.0,1.0,1.0
157,521,521,1191,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,11,"“ Changing the experiments , he soaked his ordinary shooting - boots with oil of aniseed , and walked with these over the park .",oil of aniseed,Olfactive,Smell\_Source,25,“ changing experiments soaked ordinary shooting boots oil aniseed walked park,oil aniseed,aniseed,1.0,0.5,1.0,0.5
158,19,19,39,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,15,"Nor are these complaints without foundation ; for in the above mentioned length of Street , about a mile , there are , besides the Surrey Consumer's Gas Works , no less than nine factories for the fabrication of patent manure , that is to say , nine sources of fetid gases .",gases fetid nine factories for the fabrication of patent manure,Olfactive,Odour\_Carrier,53,nor complaints without foundation mentioned length street mile besides surrey consumers gas works no less nine factories fabrication patent manure say nine sources fetid gases,gases fetid nine factories fabrication patent manure,fetid gases fetid,1.0,0.2857142857142857,1.0,0.2857142857142857
159,172,172,369,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,8,"As also if the vrines passe through any place oppressed with putrid vlcers ; or yet if any purulent matter be mingled with them , they become stinking . 3 .",vrines they stinking,Olfactive,Smell\_Source,31,also vrines passe place oppressed putrid vlcers yet purulent matter mingled become stinking,vrines stinking,also vrines passe place oppressed putrid vlcers yet purulent matter mingled become stinking putrid stinking,0.15384615384615385,1.0,0.2,1.0
160,451,451,1010,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,1,Ferment oil of Erica vulgaris .,Ferment oil of Erica vulgaris,Olfactive,Smell\_Source,6,ferment oil erica vulgaris,ferment oil erica vulgaris,ferment oil erica vulgaris,1.0,1.0,1.0,1.0
161,56,56,130,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,13,"And linked in memory with that evening ’ s glory there comes , like the gentle strain of a long-forgotten song , the rich , pungent smell of turf-smoke eddying blue from low chimneys into the soft air of the twilight .",into the soft air of the twilight rich pungent of turf-smoke smell,Olfactive,Odour\_Carrier,42,linked memory evening ’ glory comes like gentle strain longforgotten song rich pungent smell turfsmoke eddying blue low chimneys soft air twilight,soft air twilight rich pungent turfsmoke smell,rich pungent smell pungent smell,1.0,0.42857142857142855,1.0,0.42857142857142855
162,301,301,703,017E Henry Austin 1857 Report on the meanings of deodorizing and utilizing the sewage of towns__112_PUB.txt,27,"When heated after saturation they both gave off offensive effluvia in abundance , but , when spread over the surface of offensive matter , the escape of all odour was prevented .",offensive they offensive matter effluvia odour,Olfactive,Quality,32,heated saturation gave offensive effluvia abundance spread surface offensive matter escape odour prevented,offensive offensive matter effluvia odour,offensive effluvia abundance spread surface offensive matter escape odour offensive offensive odour,0.5555555555555556,1.0,0.6666666666666666,1.0
163,336,336,782,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,58,"In so far as anatomical changes have been observed in these fetid pulmonary diseases , they are manifestly those of fibrinous exudation and degeneration , — are , in short , those which are observed in acute and chronic tissue-changes of rheumatic origin .",pulmonary diseases fetid,Olfactive,Smell\_Source,44,far anatomical changes observed fetid pulmonary diseases manifestly fibrinous exudation degeneration — short observed acute chronic tissuechanges rheumatic origin,pulmonary diseases fetid,fetid pulmonary diseases fetid,1.0,1.0,1.0,1.0
164,450,450,1006,057E Charles Lillie 1822 The British Perfumer__716_distribution_PER.txt,9,"It has also , with its own proper perfume , a very distinguishing smell of urine .",of urine own proper a very distinguishing It perfume smell,Olfactive,Evoked\_Odorant,17,also proper perfume distinguishing smell urine,urine proper distinguishing perfume smell,proper perfume perfume smell,1.0,0.4,1.0,0.6
165,322,322,752,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,3,"We may look upon the fetid cavity , therefore , as consecutive to those fibroid degenerations , just as in ordinary phthisis a vomica is consecutive to tuberculization .",cavity fetid,Olfactive,Smell\_Source,29,may look upon fetid cavity therefore consecutive fibroid degenerations ordinary phthisis vomica consecutive tuberculization,cavity fetid,fetid cavity therefore consecutive fibroid degenerations fetid,0.3333333333333333,1.0,0.42857142857142855,1.0
166,310,310,723,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,14,The smell might well be termed an ozaena-odour .,an ozaena-odour smell,Olfactive,Smell\_Source,9,smell might well termed ozaenaodour,ozaenaodour smell,ozaenaodour smell,1.0,0.5,1.0,1.0
167,49,49,114,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,80,"The stench from two street gullies in Clarence-street , has been much complained of , I beg to submit the propriety of trapping them , to the favourable consideration of the Board .",stench,Olfactive,Smell\_Word,33,stench two street gullies clarencestreet much complained beg submit propriety trapping favourable consideration board,stench,stench stench,1.0,1.0,1.0,1.0
168,344,344,798,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,8,It is a special characteristic of fibroid and cartilaginous ulcerations to be fetid .,fibroid and cartilaginous ulcerations fetid,Olfactive,Smell\_Source,14,special characteristic fibroid cartilaginous ulcerations fetid,fibroid cartilaginous ulcerations fetid,special characteristic fibroid cartilaginous ulcerations fetid,0.6,0.75,0.6666666666666666,1.0
169,25,25,55,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,212,"At 28 , Princes Street , besides a full cesspool , and a choked drain , there is in the washhouse , a pool of stagnant sewage . 21 All the inmates of the place , complain of sickness and headache ' and a woman employed to wash clothes on the premises , was ' from the effect of the stench , suddenly seized with vomiting and purging , and forced to leave her work .",a pool of stagnant sewage stench,Olfactive,Smell\_Source,76,princes street besides full cesspool choked drain washhouse pool stagnant sewage inmates place complain sickness headache woman employed wash clothes premises effect stench suddenly seized vomiting purging forced leave work,pool stagnant sewage stench,stench stench,1.0,0.25,1.0,0.25
170,442,442,988,056E Thomas Reid 1764 An inquiry into the human mind__102_distribution_SCIE.txt,21,"The smell of a rose is a certain aff ection or feeling of the mind ; and as it is not constant , but comes and goes , we want to know when and where we may expect it , and are uneasy till we find something , which being present , brings this feeling along with it , and being removed , removes it .",of a rose smell,Olfactive,Smell\_Source,66,smell rose certain aff ection feeling mind not constant comes goes want know may expect uneasy till find something present brings feeling along removed removes,rose smell,smell smell,1.0,0.5,1.0,0.5
171,220,220,495,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,53,"The Blossoms of most Trees are Fragrant , though the Leaves smell Crude .",Crude The Blossoms of most Trees the Leaves Fragrant smell,Olfactive,Quality,14,blossoms trees fragrant though leaves smell crude,crude blossoms trees leaves fragrant smell,blossoms fragrant smell,1.0,0.16666666666666666,1.0,0.5
172,483,483,1102,062E William Salmon 1672 Polygraphice__205_distribution_PER.txt,12,"The cheat is discerned , by its easie dissolving in water , and its different colour and scent .",different The cheat its scent,Olfactive,Quality,19,cheat discerned easie dissolving water different colour scent,different cheat scent,scent scent,1.0,0.3333333333333333,1.0,0.3333333333333333
173,540,540,1233,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,28,"On opening the body , the smell of the acid was at once perceptible .",perceptible of the acid smell,Olfactive,Quality,15,opening body smell acid perceptible,perceptible acid smell,opening body smell smell,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333
174,42,42,96,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,35,"I therefore made it my business to visit those works repeatedly , and to spend some hours on the 10 promises ; I must premise by stating , that no means has yet been discovered of carrying on the process of gas-making without offensive odours .",offensive odours,Olfactive,Quality,46,therefore made business visit works repeatedly spend hours promises must premise stating no means yet discovered carrying process gasmaking without offensive odours,offensive odours,offensive odours offensive,1.0,1.0,1.0,1.0
175,416,416,932,"051E C. F. Schoenbein 1843 On the odour accompanying electricity, and on the probability of its dependence on the presence of a new substance__40_distribution_SCIE.txt",2,"The odour which accompanies the electrolyzation of water , he observes , is only disengaged at the positive electrode .",odour,Olfactive,Smell\_Word,20,odour accompanies electrolyzation water observes only disengaged positive electrode,odour,odour odour,1.0,1.0,1.0,1.0
176,261,261,603,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,23,"Moreover , the smell of the negress is said to be musky in character , and among Europeans a musky odor is said to be characteristic of blondes .",musky musky of the negress of blondes smell odor,Olfactive,Quality,29,moreover smell negress said musky character among europeans musky odor said characteristic blondes,musky musky negress blondes smell odor,moreover smell negress said musky character among europeans musky odor said characteristic blondes smell odor,0.46153846153846156,1.0,0.5333333333333333,1.0
177,408,408,913,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,28,"Thus when the male Death ' s-Head Moth is on the point of Squeaking in our fingers , as its abdomen inflates , a sessile pencil of yellow hair starts from a fold between the dorsal and ventral arcs at the base ( Plate V . , Fig . 7b ) , expanding to a stellate form with swift whirling motion , like a trundled mop ( Fig . 7a ) ; and immediately there arises an oily volatile effluvia , resembling the scent of jessamines , but soon becoming nauseous .",of jessamines oily volatile nauseous effluvia scent,Olfactive,Evoked\_Odorant,92,thus male death shead moth point squeaking fingers abdomen inflates sessile pencil yellow hair starts fold dorsal ventral arcs base plate v fig expanding stellate form swift whirling motion like trundled mop fig immediately arises oily volatile effluvia resembling scent jessamines soon becoming nauseous,jessamines oily volatile nauseous effluvia scent,moth scent,0.0,0.0,0.5,0.16666666666666666
178,277,277,651,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,42,"It is the perfumes containing musk , Piesse states in his well-known book on the Art of Perfumery , which sell best .",musk perfumes,Olfactive,Smell\_Source,23,perfumes containing musk piesse states wellknown book art perfumery sell best,musk perfumes,perfumes musk,1.0,0.5,1.0,1.0
179,570,571,1301,078E E. T. 1734 The Art and Mystery of vintners and wine coopers__64_distribution_HOUS.txt,6,To amend the Taste and Smell of Malaga .,of Malaga Smell,Olfactive,Smell\_Source,9,amend taste smell malaga,malaga smell,amend taste smell malaga smell,0.5,1.0,0.6,1.0
180,381,381,862,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,55,"Pale yellow or colourless , having the odour of the fruit and a mild aromatic taste .",odour,Olfactive,Smell\_Word,17,pale yellow colourless odour fruit mild aromatic taste,odour,odour odour aromatic,1.0,1.0,0.6666666666666666,1.0
181,411,411,920,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,5,"In the Papilionidae , for instance , the front wings of the males have sometimes an oval chalky spot on their under side , opposite to which there is a dark brownish spot on the upper side of the hind wings , both spots emitting a strong disagreeable odour .",strong disagreeable an oval chalky spot dark brownish spot odour,Olfactive,Quality,50,papilionidae instance front wings males sometimes oval chalky spot side opposite dark brownish spot upper side hind wings spots emitting strong disagreeable odour,strong disagreeable oval chalky spot dark brownish spot odour,papilionidae instance front wings males sometimes oval chalky spot side opposite dark brownish spot upper side hind wings spots emitting strong disagreeable odour strong odour,0.391304347826087,1.0,0.44,1.0
182,154,154,328,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,17,"Concerning the sicks vrine ( saith he ) most do teach vs that stinking vrines signifie putrefaction of humours , in so much that by the difference of the smels , they take vpon them to iudge of the seuerall humours so putrified .",vrines the seuerall humours so putrified stinking smels,Olfactive,Smell\_Source,44,concerning sicks vrine saith teach vs stinking vrines signifie putrefaction humours much difference smels take vpon iudge seuerall humours putrified,vrines seuerall humours putrified stinking smels,stinking vrines signifie putrefaction humours stinking,0.6,0.5,0.6666666666666666,0.5
183,126,126,268,008E Anon 1779 A short history of drugs.txt_distribution.txt,77,"The third Sort is in brown , red , dirty , small , and frequently mixed with ordinary inferior Gum , which , by being mixed with it , will contract the Smell and Flavour of the true Gum .",of the true Gum Smell,Olfactive,Smell\_Source,40,third sort brown red dirty small frequently mixed ordinary inferior gum mixed contract smell flavour true gum,true gum smell,third sort brown red dirty small frequently mixed ordinary inferior gum mixed contract smell smell,0.14285714285714285,0.6666666666666666,0.2,0.6666666666666666
184,309,309,721,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,11,Lasagne correctly remarks the same of the fetor in fetid bronchitis .,bronchitis fetor fetid,Olfactive,Smell\_Source,12,lasagne correctly remarks fetor fetid bronchitis,bronchitis fetor fetid,lasagne correctly remarks fetor fetid bronchitis fetor fetid,0.5,1.0,0.625,1.0
185,519,519,1187,066E Frederick William Burbidge 1905 The Book of the Scented Garden__817_distribution_PER.txt,7,"But , on the other hand , leaf odours are persistent — ready if sought",persistent leaf odours,Olfactive,Quality,15,hand leaf odours persistent — ready sought,persistent leaf odours,hand leaf odours,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
186,445,445,994,056E Thomas Reid 1764 An inquiry into the human mind__102_distribution_SCIE.txt,5,"The philosopher tells him , that there is no smell in plants , nor in any thing but in the mind : that it is impossible there can be smell but in a mind ; and that all this hath been demonstrated by modern philosophy .",in plants smell smell,Olfactive,Odour\_Carrier,46,philosopher tells no smell plants nor thing mind impossible smell mind hath demonstrated modern philosophy,plants smell smell,smell smell smell,1.0,0.6666666666666666,1.0,0.6666666666666666
187,174,174,373,013E Edward Farnham 1656 The Compleat Doctoress__32_MED.txt,18,"Carminative medicines must be laid upon the whole inward region , as fomentation made of the leaves of Rue , Motherwort , Penniroyall , the flowers of Melilot , and Camomile , or unguent . de Althea , with the oyl of Camomile , Dill , and Rue ; for this loosen ¦ eth the passages by opening the pores , an expelling the winde ; pessaries may be p • • up , made with Civet , Musk , and Amber but you must affront her nose with stinking odours , as the steame of brimstone , the smoke ascending from old shoes burn Partridge feathers , sagapenum galbanum , as fetida , and the like , cast into the fire ; because the Matrix doth , as it were abhor , retreat , and flie from these things , whereas sweet things doe allure to them .",stinking the steame of brimstone the smoke ascending from old shoes burn Partridge feathers sagapenum galbanum fetida odours,Olfactive,Quality,149,carminative medicines must laid upon whole inward region fomentation made leaves rue motherwort penniroyall flowers melilot camomile unguent de althea oyl camomile dill rue loosen ¦ eth passages opening pores expelling winde pessaries may p • • made civet musk amber must affront nose stinking odours steame brimstone smoke ascending old shoes burn partridge feathers sagapenum galbanum fetida like cast fire because matrix doth abhor retreat flie things whereas sweet things doe allure,stinking steame brimstone smoke ascending old shoes burn partridge feathers sagapenum galbanum fetida odours,stinking odours civet musk nose stinking smoke,1.0,0.14285714285714285,0.5714285714285714,0.21428571428571427
188,31,31,67,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,265,"However undesirable draining into open ditches may be , in the abovementioned case , it would be infinitely preferable to what at present exists , by carrying the sewage further away from the dwellings , and into an open space , where the effluvia becoming diluted would , in all probability , be harmless . 24 An open ditch , beginning by a dead head at the southern extremity of Berkeley-street , after running a course of about two hundred and fifty or three hundred yards , discharges itself into the sewer in Swan-lane .",the sewage effluvia,Olfactive,Smell\_Source,95,however undesirable draining open ditches may abovementioned case would infinitely preferable present exists carrying sewage away dwellings open space effluvia becoming diluted would probability harmless open ditch beginning dead head southern extremity berkeleystreet running course two hundred fifty three hundred yards discharges sewer swanlane,sewage effluvia,effluvia,1.0,0.5,1.0,0.5
189,113,113,242,008E Anon 1779 A short history of drugs.txt_distribution.txt,187,ARRACK .,ARRACK,Olfactive,Smell\_Source,2,arrack,arrack,arrack,1.0,1.0,1.0,1.0
190,23,23,50,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,2,"The stench was so great , that several of the inmates of the houses applied personally to me to get it abated .",so great stench,Olfactive,Quality,23,stench great several inmates houses applied personally get abated,great stench,stench stench,1.0,0.5,1.0,0.5
