,index,Unnamed: 0,text,output,label,spellchecked_text,normalized_text,token,sentence,ref_type,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
229,876,1152,a big ben type tower on a cold wintery day,['ben type tower'],"[{'start': 6, 'end': 20, 'text': 'ben type tower', 'labels': ['ENTITY']}]",a big ben type tower on a cold wintery day,big type tower cold wintery day,ben type tower,a big ben type tower on a cold wintery day,Olfactive,big ben type tower cold wintery day,ben type tower,winter,0.0,0.0,0.0,0.0
230,409,551,an extreme close up of fruits with a white background,['fruits'],"[{'start': 23, 'end': 29, 'text': 'fruits', 'labels': ['ENTITY']}]",an extreme close up of fruits with a white background,extreme close fruit white background,fruits,an extreme close up of fruits with a white background,Olfactive,extreme close fruits white background,fruits,,0.0,0.0,0.0,0.0
231,73,91,a couple riding a motorcycle over a bridge at a freeway entrance ramp.,"['motorcycle', 'freeway entrance']","[{'start': 18, 'end': 28, 'text': 'motorcycle', 'labels': ['ENTITY']}, {'start': 48, 'end': 64, 'text': 'freeway entrance', 'labels': ['ENTITY']}]",a couple riding a motorcycle over a bridge at a freeway entrance ramp,couple ride motorcycle bridge freeway entrance ramp,motorcycle freeway entrance,a couple riding a motorcycle over a bridge at a freeway entrance ramp.,Olfactive,couple riding motorcycle bridge freeway entrance ramp,motorcycle freeway entrance,,0.0,0.0,0.0,0.0
232,666,897,a young woman plays tennis on the tennis court.,"['woman', 'tennis', 'tennis court']","[{'start': 8, 'end': 13, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 20, 'end': 26, 'text': 'tennis', 'labels': ['ENTITY']}, {'start': 34, 'end': 46, 'text': 'tennis court', 'labels': ['ENTITY']}]",a young woman plays tennis on the tennis court,young woman play tennis tennis court,woman tennis tennis court,a young woman plays tennis on the tennis court.,Olfactive,young woman plays tennis tennis court,woman tennis tennis court,tennis,1.0,0.5,1.0,0.5
233,357,487,little kid leans against the gate in front of train,"['train', 'kid']","[{'start': 46, 'end': 51, 'text': 'train', 'labels': ['ENTITY']}, {'start': 7, 'end': 10, 'text': 'kid', 'labels': ['ENTITY']}]",little kid leans against the gate in front of train,little kid lean gate train,train kid,little kid leans against the gate in front of train,Olfactive,little kid leans against gate front train,train kid,,0.0,0.0,0.0,0.0
234,886,1170,two cell phones laying beside each other on a cloth.,['cell phones'],"[{'start': 4, 'end': 15, 'text': 'cell phones', 'labels': ['ENTITY']}]",two cell phones laying beside each other on a cloth,cell phone lay cloth,cell phones,two cell phones laying beside each other on a cloth.,Olfactive,two cell phones laying beside cloth,cell phones,cell,1.0,0.5,1.0,0.5
235,145,238,a couple of people sleeping on top of a bench.,['people'],"[{'start': 12, 'end': 18, 'text': 'people', 'labels': ['ENTITY']}]",a couple of people sleeping on top of a bench,couple people sleep bench,people,a couple of people sleeping on top of a bench.,Olfactive,couple people sleeping top bench,people,,0.0,0.0,0.0,0.0
236,743,990,a professional baseball player holding up a baseball bat.,"['baseball player', 'baseball bat']","[{'start': 15, 'end': 30, 'text': 'baseball player', 'labels': ['ENTITY']}, {'start': 44, 'end': 56, 'text': 'baseball bat', 'labels': ['ENTITY']}]",a professional baseball player holding up a baseball bath,professional baseball player hold baseball bath,baseball player baseball bat,a professional baseball player holding up a baseball bat.,Olfactive,professional baseball player holding baseball bat,baseball player baseball bat,baseball,1.0,0.5,1.0,0.5
237,234,348,a nude lady lying on a bed with white sheets,['lady'],"[{'start': 7, 'end': 11, 'text': 'lady', 'labels': ['ENTITY']}]",a nude lady lying on a bed with white sheets,nude lady lie bed white sheet,lady,a nude lady lying on a bed with white sheets,Olfactive,nude lady lying bed white sheets,lady,,0.0,0.0,0.0,0.0
238,220,334,an elephant behind a wired fence inside a building.,['elephant'],"[{'start': 3, 'end': 11, 'text': 'elephant', 'labels': ['ENTITY']}]",an elephant behind a wired fence inside a building,elephant wire fence building,elephant,an elephant behind a wired fence inside a building.,Olfactive,elephant behind wired fence inside building,elephant,,0.0,0.0,0.0,0.0
239,764,1018,there are two laptops left open on the desk. ,['laptops'],"[{'start': 14, 'end': 21, 'text': 'laptops', 'labels': ['ENTITY']}]",there are two laptops left open on the desk,laptop leave open desk,laptops,there are two laptops left open on the desk. ,Olfactive,two laptops left open desk,laptops,laptops,1.0,1.0,1.0,1.0
240,429,579,two glasses holding red wine sit on a piece of paper on a wooden surface.,"['paper', 'wine']","[{'start': 47, 'end': 52, 'text': 'paper', 'labels': ['ENTITY']}, {'start': 24, 'end': 28, 'text': 'wine', 'labels': ['ENTITY']}]",two glasses holding red wine sit on a piece of paper on a wooden surface,glass hold red wine sit piece paper wooden surface,paper wine,two glasses holding red wine sit on a piece of paper on a wooden surface.,Olfactive,two glasses holding red wine sit piece paper wooden surface,paper wine,red,0.0,0.0,0.0,0.0
241,132,214,a bench on a boat in the water.,"['water', 'boat']","[{'start': 25, 'end': 30, 'text': 'water', 'labels': ['ENTITY']}, {'start': 13, 'end': 17, 'text': 'boat', 'labels': ['ENTITY']}]",a bench on a boat in the water,bench boat water,water boat,a bench on a boat in the water.,Olfactive,bench boat water,water boat,,0.0,0.0,0.0,0.0
242,506,703,a yellow plate topped with chinese food on a table.,['plate'],"[{'start': 9, 'end': 14, 'text': 'plate', 'labels': ['ENTITY']}]",a yellow plate topped with chinese food on a table,yellow plate top chinese food table,plate,a yellow plate topped with chinese food on a table.,Olfactive,yellow plate topped chinese food table,plate,inese,0.0,0.0,0.0,0.0
243,549,760,two young boys sitting in the back of a truck while holding tennis racquets.,"['boys', 'truck', 'tennis racquets']","[{'start': 10, 'end': 14, 'text': 'boys', 'labels': ['ENTITY']}, {'start': 40, 'end': 45, 'text': 'truck', 'labels': ['ENTITY']}, {'start': 60, 'end': 75, 'text': 'tennis racquets', 'labels': ['ENTITY']}]",two young boys sitting in the back of a truck while holding tennis racquets,young boy sit truck hold tennis racquet,boys truck tennis racquets,two young boys sitting in the back of a truck while holding tennis racquets.,Olfactive,two young boys sitting back truck holding tennis racquets,boys truck tennis racquets,racquets,1.0,0.25,1.0,0.25
244,185,297,a group of boats riding under a train bridge in a river.,"['boats', 'river', 'group', 'train bridge']","[{'start': 11, 'end': 16, 'text': 'boats', 'labels': ['ENTITY']}, {'start': 50, 'end': 55, 'text': 'river', 'labels': ['ENTITY']}, {'start': 2, 'end': 7, 'text': 'group', 'labels': ['ENTITY']}, {'start': 32, 'end': 44, 'text': 'train bridge', 'labels': ['ENTITY']}]",a group of boats riding under a train bridge in a river,group boat ride train bridge river,boats river group train bridge,a group of boats riding under a train bridge in a river.,Olfactive,group boats riding train bridge river,boats river group train bridge,,0.0,0.0,0.0,0.0
245,41,53,a green motor bike is parked next to a white van.,['motor bike'],"[{'start': 8, 'end': 18, 'text': 'motor bike', 'labels': ['ENTITY']}]",a green motor bike is parked next to a white van,green motor bike park,motor bike,a green motor bike is parked next to a white van.,Olfactive,green motor bike parked next white van,motor bike,motor,1.0,0.5,1.0,0.5
246,570,781,two boys pretend to play guitar on tennis rackets.,"['tennis rackets', 'boys']","[{'start': 35, 'end': 49, 'text': 'tennis rackets', 'labels': ['ENTITY']}, {'start': 4, 'end': 8, 'text': 'boys', 'labels': ['ENTITY']}]",two boys pretend to play guitar on tennis rackets,boy pretend play guitar tennis racket,tennis rackets boys,two boys pretend to play guitar on tennis rackets.,Olfactive,two boys pretend play guitar tennis rackets,tennis rackets boys,,0.0,0.0,0.0,0.0
247,108,163,two birds sitting on top of wood poles,['birds'],"[{'start': 4, 'end': 9, 'text': 'birds', 'labels': ['ENTITY']}]",two birds sitting on top of wood poles,bird sit wood pole,birds,two birds sitting on top of wood poles,Olfactive,two birds sitting top wood poles,birds,poles,0.0,0.0,0.0,0.0
248,668,899,a woman on a tennis court swinging her racket towards the ball.,"['woman', 'racket', 'tennis court']","[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 39, 'end': 45, 'text': 'racket', 'labels': ['ENTITY']}, {'start': 13, 'end': 25, 'text': 'tennis court', 'labels': ['ENTITY']}]",a woman on a tennis court swinging her racket towards the ball,woman tennis court swinge racket ball,woman racket tennis court,a woman on a tennis court swinging her racket towards the ball.,Olfactive,woman tennis court swinging racket towards ball,woman racket tennis court,racket,1.0,0.25,1.0,0.25
249,56,71,there is an air plane in the sky ,['air plane'],"[{'start': 12, 'end': 21, 'text': 'air plane', 'labels': ['ENTITY']}]",there is an air plane in the sky,air plane sky,air plane,there is an air plane in the sky ,Olfactive,air plane sky,air plane,,0.0,0.0,0.0,0.0
250,350,480,a young boy leaning up against an iron fence.,['boy'],"[{'start': 8, 'end': 11, 'text': 'boy', 'labels': ['ENTITY']}]",a young boy leaning up against an iron fence,young boy lean iron fence,boy,a young boy leaning up against an iron fence.,Olfactive,young boy leaning against iron fence,boy,iron,0.0,0.0,0.0,0.0
251,380,514,an officer speaking with a group of men,"['officer', 'men', 'group']","[{'start': 3, 'end': 10, 'text': 'officer', 'labels': ['ENTITY']}, {'start': 36, 'end': 39, 'text': 'men', 'labels': ['ENTITY']}, {'start': 27, 'end': 32, 'text': 'group', 'labels': ['ENTITY']}]",an officer speaking with a group of men,officer speak group man,officer men group,an officer speaking with a group of men,Olfactive,officer speaking group men,officer men group,,0.0,0.0,0.0,0.0
252,526,730,the boy fell asleep in his pajamas at the bottom of his bed.  ,['boy'],"[{'start': 4, 'end': 7, 'text': 'boy', 'labels': ['ENTITY']}]",the boy fell asleep in his pajamas at the bottom of his bed,boy fall asleep pajama bed,boy,the boy fell asleep in his pajamas at the bottom of his bed.  ,Olfactive,boy fell asleep pajamas bottom bed,boy,aj,0.0,0.0,0.0,0.0
253,24,30,a large kitchen with a stove and a sink.,['kitchen'],"[{'start': 8, 'end': 15, 'text': 'kitchen', 'labels': ['ENTITY']}]",a large kitchen with a stove and a sink,large kitchen stove sink,kitchen,a large kitchen with a stove and a sink.,Olfactive,large kitchen stove sink,kitchen,sink,0.0,0.0,0.0,0.0
254,494,685,a painting of a man smiling behind a table with fruit,"['painting', 'fruit']","[{'start': 2, 'end': 10, 'text': 'painting', 'labels': ['ENTITY']}, {'start': 48, 'end': 53, 'text': 'fruit', 'labels': ['ENTITY']}]",a painting of a man smiling behind a table with fruit,painting man smile table fruit,painting fruit,a painting of a man smiling behind a table with fruit,Olfactive,painting man smiling behind table fruit,painting fruit,,0.0,0.0,0.0,0.0
255,900,1188,a black sculpture of a torso is on the floor next to a tv.,['tv'],"[{'start': 55, 'end': 57, 'text': 'tv', 'labels': ['ENTITY']}]",a black sculpture of a torso is on the floor next to a the,black sculpture torso floor,tv,a black sculpture of a torso is on the floor next to a tv.,Olfactive,black sculpture torso floor next tv,tv,,0.0,0.0,0.0,0.0
256,481,666,a beautiful but dangerous brown bear prepares to cross the water.,['bear'],"[{'start': 32, 'end': 36, 'text': 'bear', 'labels': ['ENTITY']}]",a beautiful but dangerous brown bear prepares to cross the water,beautiful dangerous brown bear prepare cross water,bear,a beautiful but dangerous brown bear prepares to cross the water.,Olfactive,beautiful dangerous brown bear prepares cross water,bear,,0.0,0.0,0.0,0.0
257,338,468,a black cat is laying down on a bed.,['cat'],"[{'start': 8, 'end': 11, 'text': 'cat', 'labels': ['ENTITY']}]",a black cat is laying down on a bed,black cat lay bed,cat,a black cat is laying down on a bed.,Olfactive,black cat laying bed,cat,,0.0,0.0,0.0,0.0
258,51,66,a small plane that can land and take off from water.,"['water', 'plane']","[{'start': 46, 'end': 51, 'text': 'water', 'labels': ['ENTITY']}, {'start': 8, 'end': 13, 'text': 'plane', 'labels': ['ENTITY']}]",a small plane that can land and take off from water,small plane land water,water plane,a small plane that can land and take off from water.,Olfactive,small plane land take water,water plane,,0.0,0.0,0.0,0.0
259,449,619,an airplane meal including a sandwich and coffee.,['airplane meal'],"[{'start': 3, 'end': 16, 'text': 'airplane meal', 'labels': ['ENTITY']}]",an airplane meal including a sandwich and coffee,airplane meal include sandwich coffee,airplane meal,an airplane meal including a sandwich and coffee.,Olfactive,airplane meal including sandwich coffee,airplane meal,coffee,0.0,0.0,0.0,0.0
260,861,1128,two teddy bears that are large sitting in a small garden,['teddy bears'],"[{'start': 4, 'end': 15, 'text': 'teddy bears', 'labels': ['ENTITY']}]",two teddy bears that are large sitting in a small garden,bear large sit small garden,teddy bears,two teddy bears that are large sitting in a small garden,Olfactive,two teddy bears large sitting small garden,teddy bears,teddy,1.0,0.5,1.0,0.5
261,811,1075,a cute little dog standing in a room.,['dog'],"[{'start': 14, 'end': 17, 'text': 'dog', 'labels': ['ENTITY']}]",a cute little dog standing in a room,cute little dog stand room,dog,a cute little dog standing in a room.,Olfactive,cute little dog standing room,dog,,0.0,0.0,0.0,0.0
262,264,385,some cows are walking along on a beach.,"['cows', 'beach']","[{'start': 5, 'end': 9, 'text': 'cows', 'labels': ['ENTITY']}, {'start': 33, 'end': 38, 'text': 'beach', 'labels': ['ENTITY']}]",some cows are walking along on a beach,cow walk beach,cows beach,some cows are walking along on a beach.,Olfactive,cows walking along beach,cows beach,,0.0,0.0,0.0,0.0
263,483,669,a large brown bear walking across a river.,"['river', 'bear']","[{'start': 36, 'end': 41, 'text': 'river', 'labels': ['ENTITY']}, {'start': 14, 'end': 18, 'text': 'bear', 'labels': ['ENTITY']}]",a large brown bear walking across a river,large brown bear walk river,river bear,a large brown bear walking across a river.,Olfactive,large brown bear walking across river,river bear,,0.0,0.0,0.0,0.0
264,638,867,a man with a beard is holding a pizza,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man with a beard is holding a pizza,man beard hold pizza,man,a man with a beard is holding a pizza,Olfactive,man beard holding pizza,man,,0.0,0.0,0.0,0.0
265,604,829,a man is standing on a beach and holding a surfboard.,"['beach', 'man']","[{'start': 23, 'end': 28, 'text': 'beach', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man is standing on a beach and holding a surfboard,man stand beach hold surfboard,beach man,a man is standing on a beach and holding a surfboard.,Olfactive,man standing beach holding surfboard,beach man,,0.0,0.0,0.0,0.0
266,839,1103,a cat laying on top of a striped chair ,['cat'],"[{'start': 2, 'end': 5, 'text': 'cat', 'labels': ['ENTITY']}]",a cat laying on top of a striped chair,cat lay striped chair,cat,a cat laying on top of a striped chair ,Olfactive,cat laying top striped chair,cat,chair,0.0,0.0,0.0,0.0
267,18,23,skiers and snowboarders on the bottom of a ski hill,"['snowboarders', 'skiers']","[{'start': 11, 'end': 23, 'text': 'snowboarders', 'labels': ['ENTITY']}, {'start': 0, 'end': 6, 'text': 'skiers', 'labels': ['ENTITY']}]",skiers and snowboarders on the bottom of a ski hill,skier snowboarder ski hill,snowboarders skiers,skiers and snowboarders on the bottom of a ski hill,Olfactive,skiers snowboarders bottom ski hill,snowboarders skiers,,0.0,0.0,0.0,0.0
268,670,903,a man giving a thumbs up and holding a surfboard.,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man giving a thumbs up and holding a surfboard,man give thumb hold surfboard,man,a man giving a thumbs up and holding a surfboard.,Olfactive,man giving thumbs holding surfboard,man,,0.0,0.0,0.0,0.0
269,531,737,a cake is frosted and decorated with little squares and little hearts.,['hearts'],"[{'start': 63, 'end': 69, 'text': 'hearts', 'labels': ['ENTITY']}]",a cake is frosted and decorated with little squares and little hearts,cake frosted decorate little square little heart,hearts,a cake is frosted and decorated with little squares and little hearts.,Olfactive,cake frosted decorated little squares little hearts,hearts,,0.0,0.0,0.0,0.0
270,371,501,there is a battleship floating in the water.,['water'],"[{'start': 38, 'end': 43, 'text': 'water', 'labels': ['ENTITY']}]",there is a battleship floating in the water,battleship float water,water,there is a battleship floating in the water.,Olfactive,battleship floating water,water,,0.0,0.0,0.0,0.0
271,83,132,two planes on wet tarmac and open sky.,['planes'],"[{'start': 4, 'end': 10, 'text': 'planes', 'labels': ['ENTITY']}]",two planes on wet tarmac and open sky,plane wet tarmac open sky,planes,two planes on wet tarmac and open sky.,Olfactive,two planes wet tarmac open sky,planes,,0.0,0.0,0.0,0.0
272,61,76,the back end of a plane is seen flying over the mountains.,"['plane', 'mountains']","[{'start': 18, 'end': 23, 'text': 'plane', 'labels': ['ENTITY']}, {'start': 48, 'end': 57, 'text': 'mountains', 'labels': ['ENTITY']}]",the back end of a plane is seen flying over the mountains,end plane see fly mountain,plane mountains,the back end of a plane is seen flying over the mountains.,Olfactive,back end plane seen flying mountains,plane mountains,,0.0,0.0,0.0,0.0
273,272,396,people walking towards a building and towards a group of suitcases sitting on the side of the road.,"['people', 'group']","[{'start': 0, 'end': 6, 'text': 'people', 'labels': ['ENTITY']}, {'start': 48, 'end': 53, 'text': 'group', 'labels': ['ENTITY']}]",people walking towards a building and towards a group of suitcases sitting on the side of the road,people walk building group suitcase sit road,people group,people walking towards a building and towards a group of suitcases sitting on the side of the road.,Olfactive,people walking towards building towards group suitcases sitting side road,people group,,0.0,0.0,0.0,0.0
274,285,412,a black cat standing next to a television in room.,"['cat', 'television']","[{'start': 8, 'end': 11, 'text': 'cat', 'labels': ['ENTITY']}, {'start': 31, 'end': 41, 'text': 'television', 'labels': ['ENTITY']}]",a black cat standing next to a television in room,black cat stand television room,cat television,a black cat standing next to a television in room.,Olfactive,black cat standing next television room,cat television,television,1.0,0.5,1.0,0.5
275,360,490,a small boat in a body of water ,"['water', 'boat']","[{'start': 26, 'end': 31, 'text': 'water', 'labels': ['ENTITY']}, {'start': 8, 'end': 12, 'text': 'boat', 'labels': ['ENTITY']}]",a small boat in a body of water,small boat body water,water boat,a small boat in a body of water ,Olfactive,small boat body water,water boat,,0.0,0.0,0.0,0.0
276,354,484,a kid standing by a metal fence and a train.,"['train', 'kid']","[{'start': 38, 'end': 43, 'text': 'train', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'kid', 'labels': ['ENTITY']}]",a kid standing by a metal fence and a train,kid stand metal fence train,train kid,a kid standing by a metal fence and a train.,Olfactive,kid standing metal fence train,train kid,,0.0,0.0,0.0,0.0
277,542,749,a living room with a giant red rub with brown furniture on top of it.,['living room'],"[{'start': 2, 'end': 13, 'text': 'living room', 'labels': ['ENTITY']}]",a living room with a giant red rub with brown furniture on top of it,live room giant red rub brown furniture,living room,a living room with a giant red rub with brown furniture on top of it.,Olfactive,living room giant red rub brown furniture top,living room,living,1.0,0.5,1.0,0.5
278,278,405,a black cat sitting on top of a desk.,['cat'],"[{'start': 8, 'end': 11, 'text': 'cat', 'labels': ['ENTITY']}]",a black cat sitting on top of a desk,black cat sit desk,cat,a black cat sitting on top of a desk.,Olfactive,black cat sitting top desk,cat,desk,0.0,0.0,0.0,0.0
279,12,15,a stove top and counter in a kitchen,['kitchen'],"[{'start': 29, 'end': 36, 'text': 'kitchen', 'labels': ['ENTITY']}]",a stove top and counter in a kitchen,stove counter kitchen,kitchen,a stove top and counter in a kitchen,Olfactive,stove top counter kitchen,kitchen,,0.0,0.0,0.0,0.0
280,182,294,boats floating beneath a bridge on the water,['water'],"[{'start': 39, 'end': 44, 'text': 'water', 'labels': ['ENTITY']}]",boats floating beneath a bridge on the water,boat float bridge water,water,boats floating beneath a bridge on the water,Olfactive,boats floating beneath bridge water,water,,0.0,0.0,0.0,0.0
281,368,498,two elephants that are walking in some water.,"['water', 'elephants']","[{'start': 39, 'end': 44, 'text': 'water', 'labels': ['ENTITY']}, {'start': 4, 'end': 13, 'text': 'elephants', 'labels': ['ENTITY']}]",two elephants that are walking in some water,elephant walk water,water elephants,two elephants that are walking in some water.,Olfactive,two elephants walking water,water elephants,,0.0,0.0,0.0,0.0
282,423,573,two wine glasses and bread on top of a piece of paper,"['paper', 'wine glasses']","[{'start': 48, 'end': 53, 'text': 'paper', 'labels': ['ENTITY']}, {'start': 4, 'end': 16, 'text': 'wine glasses', 'labels': ['ENTITY']}]",two wine glasses and bread on top of a piece of paper,wine glass bread piece paper,paper wine glasses,two wine glasses and bread on top of a piece of paper,Olfactive,two wine glasses bread top piece paper,paper wine glasses,,0.0,0.0,0.0,0.0
283,575,786,a person riding a parachute wake board jumping in the air,"['person', 'air']","[{'start': 2, 'end': 8, 'text': 'person', 'labels': ['ENTITY']}, {'start': 54, 'end': 57, 'text': 'air', 'labels': ['ENTITY']}]",a person riding a parachute wake board jumping in the air,person ride parachute wake board jump air,person air,a person riding a parachute wake board jumping in the air,Olfactive,person riding parachute wake board jumping air,person air,,0.0,0.0,0.0,0.0
284,223,337,a person holding a red umbrella wearing a yellow rain coat,['rain coat'],"[{'start': 49, 'end': 58, 'text': 'rain coat', 'labels': ['ENTITY']}]",a person holding a red umbrella wearing a yellow rain coat,person hold red umbrella wear yellow rain coat,rain coat,a person holding a red umbrella wearing a yellow rain coat,Olfactive,person holding red umbrella wearing yellow rain coat,rain coat,umbrella,0.0,0.0,0.0,0.0
285,535,742,a living room with oriental rug and beige furniture,['living room'],"[{'start': 2, 'end': 13, 'text': 'living room', 'labels': ['ENTITY']}]",a living room with oriental rug and beige furniture,live room oriental rug beige furniture,living room,a living room with oriental rug and beige furniture,Olfactive,living room oriental rug beige furniture,living room,living,1.0,0.5,1.0,0.5
286,761,1011,"someone's work area with a laptop, mouse, assorted cords and empty jar.","['work area', 'laptop']","[{'start': 10, 'end': 19, 'text': 'work area', 'labels': ['ENTITY']}, {'start': 27, 'end': 33, 'text': 'laptop', 'labels': ['ENTITY']}]",someone's work area with a laptop mouse assorted cords and empty jar,work area laptop mouse assorted cord jar,work area laptop,"someone's work area with a laptop, mouse, assorted cords and empty jar.",Olfactive,someones work area laptop mouse assorted cords empty jar,work area laptop,some,0.0,0.0,0.0,0.0
287,432,582,two half-full glasses of wine are sitting on paper with bread and cheese.,"['paper', 'wine']","[{'start': 45, 'end': 50, 'text': 'paper', 'labels': ['ENTITY']}, {'start': 25, 'end': 29, 'text': 'wine', 'labels': ['ENTITY']}]",two half-full glasses of wine are sitting on paper with bread and cheese,half glass wine sit paper bread cheese,paper wine,two half-full glasses of wine are sitting on paper with bread and cheese.,Olfactive,two halffull glasses wine sitting paper bread cheese,paper wine,ff,0.0,0.0,0.0,0.0
288,444,594,two small dogs with collars face each other.,['dogs'],"[{'start': 10, 'end': 14, 'text': 'dogs', 'labels': ['ENTITY']}]",two small dogs with collars face each other,small dog collar face,dogs,two small dogs with collars face each other.,Olfactive,two small dogs collars face,dogs,,0.0,0.0,0.0,0.0
289,545,753,a living room with a well used stone fireplace,['living room'],"[{'start': 2, 'end': 13, 'text': 'living room', 'labels': ['ENTITY']}]",a living room with a well used stone fireplace,live room stone fireplace,living room,a living room with a well used stone fireplace,Olfactive,living room well used stone fireplace,living room,living,1.0,0.5,1.0,0.5
290,569,780,a boarder is jumping high into the air with a sail.,['air'],"[{'start': 35, 'end': 38, 'text': 'air', 'labels': ['ENTITY']}]",a boarder is jumping high into the air with a sail,boarder jump high air sail,air,a boarder is jumping high into the air with a sail.,Olfactive,boarder jumping high air sail,air,,0.0,0.0,0.0,0.0
291,176,287,a train is traveling down the train track in the grass,"['train', 'train track']","[{'start': 2, 'end': 7, 'text': 'train', 'labels': ['ENTITY']}, {'start': 30, 'end': 41, 'text': 'train track', 'labels': ['ENTITY']}]",a train is traveling down the train track in the grass,train travel train track grass,train train track,a train is traveling down the train track in the grass,Olfactive,train traveling train track grass,train train track,,0.0,0.0,0.0,0.0
292,816,1080,cole ballew at the bat for his baseball team,['baseball team'],"[{'start': 31, 'end': 44, 'text': 'baseball team', 'labels': ['ENTITY']}]",cole ballet at the bat for his baseball team,ballet bat baseball team,baseball team,cole ballew at the bat for his baseball team,Olfactive,cole ballew bat baseball team,baseball team,,0.0,0.0,0.0,0.0
293,490,681,asian women are looking at vegetables at an outdoor market.,"['market', 'women']","[{'start': 52, 'end': 58, 'text': 'market', 'labels': ['ENTITY']}, {'start': 6, 'end': 11, 'text': 'women', 'labels': ['ENTITY']}]",asian women are looking at vegetables at an outdoor market,asian woman look vegetable outdoor market,market women,asian women are looking at vegetables at an outdoor market.,Olfactive,asian women looking vegetables outdoor market,market women,,0.0,0.0,0.0,0.0
294,925,1224,a cup of coffee and a piece of toast with eggs and brokerly on it. ,"['coffee', 'eggs', 'toast']","[{'start': 9, 'end': 15, 'text': 'coffee', 'labels': ['ENTITY']}, {'start': 42, 'end': 46, 'text': 'eggs', 'labels': ['ENTITY']}, {'start': 31, 'end': 36, 'text': 'toast', 'labels': ['ENTITY']}]",a cup of coffee and a piece of toast with eggs and brokenly on it,cup coffee piece toast egg brokenly,coffee eggs toast,a cup of coffee and a piece of toast with eggs and brokerly on it. ,Olfactive,cup coffee piece toast eggs brokerly,coffee eggs toast,coffee,1.0,0.3333333333333333,1.0,0.3333333333333333
295,163,269,a white bird sitting on top of a rock.,"['rock', 'bird']","[{'start': 33, 'end': 37, 'text': 'rock', 'labels': ['ENTITY']}, {'start': 8, 'end': 12, 'text': 'bird', 'labels': ['ENTITY']}]",a white bird sitting on top of a rock,white bird sit rock,rock bird,a white bird sitting on top of a rock.,Olfactive,white bird sitting top rock,rock bird,,0.0,0.0,0.0,0.0
296,248,362,a herd of cattle walking around on a beach.,"['cattle', 'beach']","[{'start': 10, 'end': 16, 'text': 'cattle', 'labels': ['ENTITY']}, {'start': 37, 'end': 42, 'text': 'beach', 'labels': ['ENTITY']}]",a herd of cattle walking around on a beach,herd cattle walk beach,cattle beach,a herd of cattle walking around on a beach.,Olfactive,herd cattle walking around beach,cattle beach,,0.0,0.0,0.0,0.0
297,593,810,a woman swims with her surfboard in the ocean. ,"['woman', 'ocean']","[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 40, 'end': 45, 'text': 'ocean', 'labels': ['ENTITY']}]",a woman swims with her surfboard in the ocean,woman swim surfboard ocean,woman ocean,a woman swims with her surfboard in the ocean. ,Olfactive,woman swims surfboard ocean,woman ocean,,0.0,0.0,0.0,0.0
298,829,1093,a group of women standing next to each other.,"['group', 'women']","[{'start': 2, 'end': 7, 'text': 'group', 'labels': ['ENTITY']}, {'start': 11, 'end': 16, 'text': 'women', 'labels': ['ENTITY']}]",a group of women standing next to each other,group woman stand,group women,a group of women standing next to each other.,Olfactive,group women standing next,group women,,0.0,0.0,0.0,0.0
299,375,505,a group of men standing next to each other.,"['men', 'group']","[{'start': 11, 'end': 14, 'text': 'men', 'labels': ['ENTITY']}, {'start': 2, 'end': 7, 'text': 'group', 'labels': ['ENTITY']}]",a group of men standing next to each other,group man stand,men group,a group of men standing next to each other.,Olfactive,group men standing next,men group,,0.0,0.0,0.0,0.0
300,74,92,a couple riding a motorcycle over a bridge at a freeway entrance ramp.,['motorcycle'],"[{'start': 18, 'end': 28, 'text': 'motorcycle', 'labels': ['ENTITY']}]",a couple riding a motorcycle over a bridge at a freeway entrance ramp,couple ride motorcycle bridge freeway entrance ramp,motorcycle,a couple riding a motorcycle over a bridge at a freeway entrance ramp.,Olfactive,couple riding motorcycle bridge freeway entrance ramp,motorcycle,,0.0,0.0,0.0,0.0
301,113,173,red traffic signal on street with snow covered mountains in the distance.,['traffic signal'],"[{'start': 4, 'end': 18, 'text': 'traffic signal', 'labels': ['ENTITY']}]",red traffic signal on street with snow covered mountains in the distance,red traffic signal street snow cover mountain distance,traffic signal,red traffic signal on street with snow covered mountains in the distance.,Olfactive,red traffic signal street snow covered mountains distance,traffic signal,,0.0,0.0,0.0,0.0
302,532,739,"an iced, chocolate cake with square and heart shaped sprinkles.",['heart'],"[{'start': 40, 'end': 45, 'text': 'heart', 'labels': ['ENTITY']}]",an iced chocolate cake with square and heart shaped sprinkles,iced chocolate cake square heart shape sprinkle,heart,"an iced, chocolate cake with square and heart shaped sprinkles.",Olfactive,iced chocolate cake square heart shaped sprinkles,heart,chocolate,0.0,0.0,0.0,0.0
