,index,Unnamed: 0,sentence,potential_positives,token,eval,type,Unnamed: 5,spellchecked_text,clean_sentence,clean_token,ref_type,pred_token,prec,rec
96,415,415,"416. Steelworkers forged beams, constructing modern skyscrapers within urbanized metropolitan districts.","['Steelworkers', 'forged', 'urbanized', 'metropolitan districts']",forged,1.0,"environment, people, chemical",,forged,steelworker forge beam construct modern skyscraper urbanized metropolitan district,forge,Olfactive,steelworker forge beam,0.3333333333333333,1.0
97,20,20,"21. Adventurous hikers charted hidden waterfalls inside dense, unexplored jungle interiors.","['hikers', 'waterfalls', 'jungle']",jungle,1.0,"environment, people",,jungle,adventurous hiker chart hide waterfall dense unexplored jungle interior,jungle,Olfactive,hiker chart hide waterfall dense unexplored jungle interior,0.125,1.0
98,1,1,2. Five luminous beetles danced gracefully above that quiet garden pond.,['garden pond'],garden,1.0,"plant, environment",,garden,luminous beetle dance gracefully quiet garden pond,garden,Olfactive,luminous beetle,0.0,0.0
99,171,171,"172. Horse trainers supervised stable hands, maintaining routines for arrived colts.","['Horse  trainers', 'stable', 'colts']","stable, colts",1.0,"environment, animal, people",,stable colts,horse trainer supervise stable hand maintain routine arrive colt,stable colt,Olfactive,colt,1.0,0.5
100,366,366,"367. Amateur beekeepers collected wax, producing artisanal crafts for local craft fairs.","['beekeepers', 'wax', 'craft fairs']",wax,1.0,"people, natural product",,wax,amateur beekeeper collect wax produce artisanal craft local craft fair,wax,Olfactive,amateur beekeeper,0.0,0.0
101,441,441,"442. Barbers styled clients, perfecting trends within upscale grooming studios downtown.","['Barbers', 'clients,', 'grooming studios']",grooming studios,1.0,"environment, people, chemical",,grooming studios,barber style client perfect trend upscale grooming studio downtown,groom studio,Olfactive,barber style,0.0,0.0
102,46,46,"47. Fluttering kites dotted the sky, weaving patterns over the sprawling beach.",['beach'],beach,1.0,environment ,,beach,fluttering kite dot sky weave pattern sprawling beach,beach,Olfactive,fluttering kite,0.0,0.0
103,19,19,"20. Towering sunflowers swayed gently under bright rays, inviting busy honeybees.",['sunflowers'],sunflowers,1.0,plant,,sunflowers,tower sunflower sway gently bright ray invite busy honeybee,sunflower,Olfactive,tower sunflower sway gently bright ray invite busy honeybee,0.1111111111111111,1.0
104,228,228,"229. Costume designers patterned fabrics, sewing garments reflecting historical period accuracy requirements","['Costume designers', 'fabrics', 'garments']",fabrics,1.0,"people, material",,fabrics,costume designer pattern fabric sewing garment reflect historical period accuracy requirement,fabric,Olfactive,costume designer pattern fabric sewing garment,0.16666666666666666,1.0
105,408,408,"409. Sculptors molded clay, capturing human emotions through expressive artistic forms.","['Sculptors', 'clay']",clay,1.0,"people, natural product",,clay,sculptor mold clay capture human emotion expressive artistic form,clay,Olfactive,sculptor mold clay,0.3333333333333333,1.0
106,53,53,54. Ten restless horses galloped freely across mist-shrouded plains at early dawn.,"['horses', 'mist-shrouded plains']",horses,1.0,animal,,horses,restless horse gallop freely mist shroud plain early dawn,horse,Olfactive,restless horse gallop freely mist,0.2,1.0
107,273,273,"274. Community gardens thrived, sustaining neighborhoods with fresh locally grown vegetables weekly","['gardens', 'vegetables']","garden, vegetables",1.0,,,garden vegetables,community garden thrive sustain neighborhood fresh locally grown vegetable weekly,garden vegetable,Olfactive,fresh locally grown vegetable,0.25,0.5
108,177,177,"178. Flocks of cranes migrated seasonally, signaling shifts across wetland ecosystems.","['Flocks of cranes', 'wetland ecosystems']",wetland,1.0,"environment, animal, nature",,wetland,flock crane migrate seasonally signal shift wetland ecosystem,wetland,Olfactive,crane migrate seasonally signal shift wetland ecosystem,0.14285714285714285,1.0
109,335,335,"336. Ornithologists monitored nesting sites, observing behaviors among cliff-dwelling migratory species.","['Ornithologists', 'nesting sites', 'cliff-dwelling', 'migratory species']","nesting sites, species",0.0,"people, animal",ambigu,nesting sites species,ornithologist monitor nest site observe behavior cliff dwell migratory specie,nesting site specie,Olfactive,ornithologist,0.0,0.0
110,454,454,"455. Park managers removed invasive plants, helping ecosystems restore natural diversity.","['Park managers', 'invasive plants', 'ecosystems', 'natural diversity']","plant, ecosystems natural diversity",1.0,"environment, people, nature, plant",,plant ecosystems natural diversity,park manager remove invasive plant help ecosystem restore natural diversity,plant ecosystem natural diversity,Olfactive,invasive plant,0.5,0.25
111,152,152,"153. Weekend campers shared campfire stories, forging friendships across lakeside areas.","['campers', 'campfire', 'lakeside areas']",campfire,1.0,"environment, people, nature, chemical",,campfire,weekend camper share campfire story forge friendship lakeside area,campfire,Olfactive,weekend camper share campfire story forge friendship lakeside area,0.1111111111111111,1.0
112,530,530,"531. Weavers crafted tapestries, reflecting heritage across cultural exchange forums annually.","['Weavers', 'tapestries']",tapestries,1.0,"people, material",,tapestries,weaver craft tapestry reflect heritage cultural exchange forum annually,tapestry,Olfactive,weaver craft tapestry,0.3333333333333333,1.0
113,270,270,"271. Riverboat operators narrated folklore, recounting historical legends along scenic waterways","['Riverboat operators', 'waterways']",waterways,1.0,"environment, people, nature",,waterways,operator narrate folklore recount historical legend scenic waterway,waterway,Olfactive,scenic waterway,0.5,1.0
114,496,496,"497. Textile merchants traded fabrics, negotiating exchanges across ancient caravan routes.","['Textile merchants', 'fabrics']",fabrics,1.0,"people, material",ambigu,fabrics,textile merchant trade fabric negotiate exchange ancient caravan route,fabric,Olfactive,textile merchant trade fabric,0.25,1.0
115,57,57,58. Muscular blacksmiths hammered red-hot steel amid showers of bright flying sparks.,['red-hot steel'],red-hot steel,1.0,chemical,,redroot steel,muscular blacksmith hammer redroot steel shower bright flying spark,redroot steel,Olfactive,bright flying spark,0.0,0.0
116,499,499,"500. Botany students measured growth rates, compiling observations for documentation sessions.","['Botany students', ' measured growth rates']",Botany,1.0,"environment, nature, plant",,Botany,botany student measure growth rate compile observation documentation session,botany,Olfactive,botany student measure growth rate,0.2,1.0
117,212,212,"213. Nutritionists analyzed ingredients, advocating balanced diets promoting lifelong cardiovascular health","['Nutritionists', 'ingredients']",ingredients,1.0,"people, aliment",ambigu,ingredients,nutritionist analyze ingredient advocate balanced diet promote lifelong cardiovascular health,ingredient,Olfactive,cardiovascular health,0.0,0.0
118,374,374,"375. Extreme spelunkers descended caverns, mapping labyrinth tunnels hidden beneath ancient lava flows.","['spelunkers', 'caverns,', 'tunnels', 'ancient lava flows']",caverns,1.0,"environment, people, nature",,caverns,extreme spelunker descend cavern map labyrinth tunnel hide ancient lava flow,cavern,Olfactive,ancient lava flow,0.0,0.0
119,36,36,37. Tall oak trees sheltered small creatures seeking refuge from midday heat.,"['oak trees', 'small creatures']",oak trees,1.0,"plant, animal",,oak trees,tall oak tree shelter small creature seek refuge midday heat,oak tree,Olfactive,tall oak tree,0.6666666666666666,1.0
120,431,431,"432. Marine reserves protected coral atolls, safeguarding wildlife crucial for ecosystems.","['Marine reserves', 'coral atolls', 'wildlife']","Marine reserves, coral atolls, wildlife",1.0,"environment, nature",,Marine reserves coral atolls wildlife,marine reserve protect coral atoll safeguard wildlife crucial ecosystem,marine reserve coral atoll wildlife,Olfactive,coral atoll,1.0,0.4
121,297,297,"298. Paleoclimatologists examined sediments, revealing atmospheric shifts from prehistoric geological ages","['Paleoclimatologists', 'sediments']",sediments,1.0,"environment, people, nature",,sediments,paleoclimatologie examine sediment reveal atmospheric shift prehistoric geological age,sediment,Olfactive,paleoclimatologie,0.0,0.0
122,250,250,"251. Ice road truckers navigated frozen highways, delivering essential supplies despite hazards","['Ice road truckers', 'highways']",highways,1.0,"environment, people",,highways,ice road trucker navigate frozen highway deliver essential supply hazard,highway,Olfactive,ice road trucker navigate frozen highway deliver essential supply hazard,0.1,1.0
123,111,111,"112. Winding rivers carved canyons, transforming landscapes beneath canyon walls everywhere.","['rivers', 'canyons,', 'landscapes', 'canyon walls']",rivers,0.0,environment,ambigu,rivers,wind river carve canyon transform landscape canyon wall,river,Olfactive,wind river carve canyon transform landscape canyon wall,0.125,1.0
124,337,337,"338. Cheerful buskers encouraged applause, entertaining pedestrians along busy urban avenues.","['Cheerful buskers', 'pedestrians', 'busy urban avenues']",busy urban avenues,1.0,"environment, people",,busy urban avenues,cheerful busker encourage applause entertaining pedestrian busy urban avenue,busy urban avenue,Olfactive,busker,0.0,0.0
125,50,50,51. A solitary monk meditated quietly beneath whispering pines near steep cliffs.,"['monk','pines', 'steep cliffs']",pines,1.0,"plant, environment",,pines,solitary monk meditate quietly whispering pine steep cliff,pine,Olfactive,solitary monk meditate quietly whispering pine steep cliff,0.125,1.0
126,216,216,"217. Ice sculptors carved displays, crafting ephemeral masterpieces for seasonal winter festivals","['Ice sculptors', 'winter festivals']",winter festivals,1.0,"environment, people, event",ambigu,winter festivals,ice sculptor carve display craft ephemeral masterpiece seasonal winter festival,winter festival,Olfactive,ice sculptor carve display craft ephemeral masterpiece seasonal winter festival,0.2,1.0
127,419,419,"420. Blacksmiths repaired vintage armors, sustaining traditions once forgotten by modernization.","['Blacksmiths', 'vintage armors']",Blacksmiths repaired,1.0,"people, material, chemical",,Blacksmiths repaired,blacksmith repair vintage armor sustain tradition forget modernization,blacksmith repair,Olfactive,blacksmith repair vintage armor,0.5,1.0
128,144,144,"145. Suburban gardeners swapped seeds, expanding vegetable harvests within greenhouse spaces.","[' gardeners','vegetable', 'greenhouse spaces']","garden, vegetable, greenhouse",1.0,"plant, peolple",,garden vegetables greenhouse,suburban gardener swap seed expand vegetable harvest greenhouse space,garden vegetable greenhouse,Olfactive,gardener,0.0,0.0
129,68,68,69. Horse-drawn wagons rattled unevenly along narrow roads bordered by rolling meadows.,"['Horse-drawn wagons', 'meadows.']","Horse, meadows",1.0,environment ,,horse meadows,horse draw wagon rattle unevenly narrow road border roll meadow,horse meadow,Olfactive,horse draw wagon rattle unevenly narrow road border roll meadow,0.2,1.0
130,384,384,"385. Marathon meditators maintained posture, centering thoughts amid bustling city life distractions.","['Marathon meditators', 'bustling city life']",city,1.0,"environment, people",,city,marathon mediator maintain posture center thought bustle city life distraction,city,Olfactive,bustle city life distraction,0.25,1.0
131,329,329,"330. Aviary keepers fed hatchlings, fostering proper growth among rare endangered birds.","['Aviary keepers', 'fed', 'hatchlings', 'birds']","fed, hatchlings",1.0,"people, animal",,fed hatchling,aviary keeper feed hatchle foster proper growth rare endangered bird,fed hatchling,Olfactive,aviary keeper feed hatchle foster proper growth rare endangered bird,0.0,0.0
132,20,20,"21. Adventurous hikers charted hidden waterfalls inside dense, unexplored jungle interiors.","['hikers', 'waterfalls', 'jungle']",jungle,1.0,"environment, people",,jungle,adventurous hiker chart hide waterfall dense unexplored jungle interior,jungle,Olfactive,hiker chart hide waterfall dense unexplored jungle interior,0.125,1.0
133,1,1,2. Five luminous beetles danced gracefully above that quiet garden pond.,['garden pond'],garden,1.0,"plant, environment",,garden,luminous beetle dance gracefully quiet garden pond,garden,Olfactive,luminous beetle,0.0,0.0
134,190,190,"191. Housekeeping staff sanitized corridors, enforcing hygiene protocols within hospital complexes.","['Housekeeping staff ','sanitized corridors', 'hospital']","sanitized, hospital",1.0,"environment, chemical",,sanitized hospital,housekeeping staff sanitize corridor enforce hygiene protocol hospital complex,sanitize hospital,Olfactive,housekeeping staff sanitize corridor enforce hygiene protocol hospital complex,0.2222222222222222,1.0
135,38,38,"39. Wildlife photographers crawled cautiously behind bushes, capturing breathtaking safari snapshots today.","['bushes,', 'safari']",bushes,1.0,"plant, environment, people",,bushes,wildlife photographer crawl cautiously bush capture breathtaking safari snapshot today,bush,Olfactive,wildlife photographer crawl cautiously bush capture breathtaking safari snapshot,0.1111111111111111,1.0
136,57,57,58. Muscular blacksmiths hammered red-hot steel amid showers of bright flying sparks.,['red-hot steel'],red-hot steel,1.0,chemical,,redroot steel,muscular blacksmith hammer redroot steel shower bright flying spark,redroot steel,Olfactive,bright flying spark,0.0,0.0
137,46,46,"47. Fluttering kites dotted the sky, weaving patterns over the sprawling beach.",['beach'],beach,1.0,environment ,,beach,fluttering kite dot sky weave pattern sprawling beach,beach,Olfactive,fluttering kite,0.0,0.0
138,75,75,76. Seasoned bakers kneaded dough vigorously before shaping loaves for community feasts.,"['bakers', 'dough', 'loaves', 'feasts.']"," 'dough', 'loaves'",1.0,aliment,,dough's loaves,seasoned baker knead dough vigorously shape loaf community feast,dough loaf,Olfactive,knead dough vigorously shape loaf community feast,0.2857142857142857,1.0
139,284,284,"285. Co-op farmers shared seeds, exchanging organic heirloom varieties between cooperative collectives","['Co-op farmers', 'seeds', 'heirloom varieties']","seeds, heirloom varieties",1.0,"people, aliment",,seeds heirloom varieties,coop farmer share seed exchange organic heirloom variety cooperative collective,seed heirloom variety,Olfactive,organic heirloom,0.5,0.3333333333333333
140,91,91,"92. Exhausted marathon runners chugged electrolyte drinks, recuperating beneath temporary race tents.","['marathon runners', 'electrolyte drinks', 'race tents.']",electrolyte drinks,1.0,"environment, people, aliment",,electrolyte drinks,exhausted marathon runner chug electrolyte drink recuperate temporary race tent,electrolyte drink,Olfactive,chug electrolyte,0.5,0.5
141,190,190,"191. Housekeeping staff sanitized corridors, enforcing hygiene protocols within hospital complexes.","['Housekeeping staff ','sanitized corridors', 'hospital']","sanitized, hospital",1.0,"environment, chemical",,sanitized hospital,housekeeping staff sanitize corridor enforce hygiene protocol hospital complex,sanitize hospital,Olfactive,housekeeping staff sanitize corridor enforce hygiene protocol hospital complex,0.2222222222222222,1.0
142,547,547,"548. Donors financed expansions, improving children's hospitals situated within communities globally.","['Donors', 'hospitals', 'communities']",hospitals,0.0,"environment, people",ambigu,hospitals,donor finance expansion improve child hospital situate community globally,hospital,Olfactive,child hospital,0.5,1.0
143,384,384,"385. Marathon meditators maintained posture, centering thoughts amid bustling city life distractions.","['Marathon meditators', 'bustling city life']",city,1.0,"environment, people",,city,marathon mediator maintain posture center thought bustle city life distraction,city,Olfactive,bustle city life distraction,0.25,1.0
144,337,337,"338. Cheerful buskers encouraged applause, entertaining pedestrians along busy urban avenues.","['Cheerful buskers', 'pedestrians', 'busy urban avenues']",busy urban avenues,1.0,"environment, people",,busy urban avenues,cheerful busker encourage applause entertaining pedestrian busy urban avenue,busy urban avenue,Olfactive,busker,0.0,0.0
145,36,36,37. Tall oak trees sheltered small creatures seeking refuge from midday heat.,"['oak trees', 'small creatures']",oak trees,1.0,"plant, animal",,oak trees,tall oak tree shelter small creature seek refuge midday heat,oak tree,Olfactive,tall oak tree,0.6666666666666666,1.0
146,217,217,"218. Beekeeping apprentices monitored hives, supporting pollination efforts essential for crop sustainability","['Beekeeping', 'hives,', 'pollination', 'crop']",pollination,1.0,"natural product, amilent",ambigu,pollination,beekeepe apprentice monitor hive support pollination effort essential crop sustainability,pollination,Olfactive,beekeepe,0.0,0.0
147,1,1,2. Five luminous beetles danced gracefully above that quiet garden pond.,['garden pond'],garden,1.0,"plant, environment",,garden,luminous beetle dance gracefully quiet garden pond,garden,Olfactive,luminous beetle,0.0,0.0
148,57,57,58. Muscular blacksmiths hammered red-hot steel amid showers of bright flying sparks.,['red-hot steel'],red-hot steel,1.0,chemical,,redroot steel,muscular blacksmith hammer redroot steel shower bright flying spark,redroot steel,Olfactive,bright flying spark,0.0,0.0
149,68,68,69. Horse-drawn wagons rattled unevenly along narrow roads bordered by rolling meadows.,"['Horse-drawn wagons', 'meadows.']","Horse, meadows",1.0,environment ,,horse meadows,horse draw wagon rattle unevenly narrow road border roll meadow,horse meadow,Olfactive,horse draw wagon rattle unevenly narrow road border roll meadow,0.2,1.0
